1; 2017-03-26; 0; 10; DATE
2; Cameo; 10; 15; GPE
2; up to 17; 47; 55; CARDINAL
3; CLOSE Skip; 0; 10; PERSON
3; $ 1.7 million; 60; 73; MONEY
3; Cameo; 94; 99; GPE
4; One; 0; 3; CARDINAL
4; two; 7; 10; CARDINAL
4; Cameo; 58; 63; NORP
4; 16; 87; 89; CARDINAL
5; Cornell Beckley; 0; 15; PERSON
5; 27; 18; 20; DATE
5; Friday; 51; 57; DATE
6; 15; 33; 35; CARDINAL
6; Cameo; 112; 117; NORP
7; Cincinnati; 0; 10; GPE
7; Eliot Isaac; 24; 35; PERSON
7; John Cranley; 46; 58; PERSON
7; two; 83; 86; CARDINAL
7; Cameo; 134; 139; NORP
9; 2; 29; 30; CARDINAL
9; 15; 34; 36; CARDINAL
9; CLOSE Skip; 37; 47; PERSON
9; Skip; 51; 55; NORP
9; 911; 97; 100; CARDINAL
9; Cameo; 116; 121; NORP
10; 1:32; 0; 4; CARDINAL
10; 911; 14; 17; CARDINAL
10; Cameo; 76; 81; NORP
12; 3; 0; 1; CARDINAL
12; 15; 5; 7; CARDINAL
12; CLOSE Skip; 8; 18; PERSON
12; Skip; 22; 26; NORP
12; Cameo; 104; 109; NORP
12; night; 110; 115; TIME
12; 0:58; 132; 136; TIME
12; Mourners; 137; 145; PRODUCT
12; O'Bryan Spikes; 155; 169; PERSON
12; 16; 178; 180; CARDINAL
12; Cameo; 219; 224; NORP
13; The Enquirer/Cara Owsley; 0; 24; ORG
14; 4; 25; 26; CARDINAL
14; 15; 30; 32; CARDINAL
14; CLOSE Skip; 33; 43; PERSON
14; Skip; 47; 51; NORP
14; Cameo; 101; 106; NORP
15; 6:33; 2; 6; TIME
15; Veteran Cincinnati; 7; 25; PERSON
15; Marc Monahan; 38; 50; PERSON
15; second; 76; 82; ORDINAL
15; 24-hour; 83; 90; CARDINAL
15; early Sunday; 131; 143; DATE
15; six to 10; 154; 163; CARDINAL
15; 4601; 188; 192; DATE
15; Kellogg Avenue; 193; 207; FAC
16; Carrie Cochran; 0; 14; PERSON
16; 5; 15; 16; CARDINAL
16; 15; 20; 22; CARDINAL
16; CLOSE Skip; 23; 33; PERSON
16; Skip; 37; 41; NORP
16; CPD; 83; 86; ORG
16; Cameo; 96; 101; NORP
16; 1:48; 152; 156; CARDINAL
16; Cincinnati; 157; 167; GPE
16; Eliot Isaac; 181; 192; PERSON
16; Monday morning; 201; 215; TIME
16; City Hall; 219; 228; FAC
16; Cameo; 281; 286; NORP
16; night; 287; 292; TIME
16; 17; 304; 306; CARDINAL
16; one; 324; 327; CARDINAL
17; The Enquirer/Cara Owsley; 0; 24; ORG
18; The Enquirer/Cara Owsley 6; 0; 26; ORG
18; 15; 30; 32; CARDINAL
18; CLOSE Skip; 33; 43; PERSON
18; Skip; 47; 51; NORP
18; Q&A with Enquirer; 104; 121; ORG
18; Sharon Coolidge; 131; 146; PERSON
18; Cameo; 150; 155; NORP
18; 11:59 Monday morning; 167; 187; TIME
19; 7; 13; 14; CARDINAL
19; 15; 18; 20; CARDINAL
20; Cameo; 23; 28; NORP
20; 1:01 16; 51; 58; DATE
20; 1; 66; 67; CARDINAL
20; Cameo; 78; 83; NORP
20; Cincinnati; 97; 107; GPE
20; 8; 136; 137; CARDINAL
20; 15; 141; 143; CARDINAL
20; Sharon Coolidge; 222; 237; PERSON
20; FOP; 247; 250; ORG
20; Dan Hils; 261; 269; PERSON
20; Cameo; 276; 281; GPE
20; 11:03; 303; 308; TIME
20; Sharon Coolidge; 327; 342; PERSON
20; FOP; 352; 355; ORG
20; Dan Hils; 366; 374; PERSON
20; Cameo; 385; 390; NORP
21; 9; 13; 14; CARDINAL
21; 15; 18; 20; CARDINAL
21; Cincinnati; 119; 129; GPE
21; 20:10; 151; 156; CARDINAL
22; O'Bryan Spikes; 43; 57; PERSON
22; 27; 60; 62; CARDINAL
23; 10; 13; 15; CARDINAL
23; 15; 19; 21; CARDINAL
23; CLOSE Skip; 22; 32; PERSON
23; Skip; 36; 40; NORP
23; Cameron Knight; 100; 114; PERSON
23; Cincinnati; 151; 161; GPE
23; 18:11; 183; 188; ORG
23; One; 189; 192; CARDINAL
23; at least 15; 212; 223; CARDINAL
23; a shooting early Sunday; 245; 268; DATE
23; morning; 269; 276; TIME
23; Cameo; 280; 285; GPE
24; 11; 13; 15; CARDINAL
24; 15; 19; 21; CARDINAL
24; CLOSE Skip; 22; 32; PERSON
24; Skip; 36; 40; NORP
24; Cameo; 154; 159; NORP
24; Cincinnati; 173; 183; GPE
24; one; 190; 193; CARDINAL
24; at least 15; 216; 227; CARDINAL
24; early - morning; 247; 262; TIME
25; Michael Nyerges; 13; 28; PERSON
26; 12; 0; 2; CARDINAL
26; 15; 6; 8; CARDINAL
26; CLOSE Skip; 9; 19; PERSON
26; Skip; 23; 27; NORP
26; Cameo; 108; 113; NORP
26; Linwood; 127; 134; GPE
26; 19:39 One; 137; 146; DATE
26; at least 14; 166; 177; CARDINAL
26; a shooting early Sunday; 199; 222; DATE
26; morning; 223; 230; TIME
26; Cameo; 234; 239; NORP
26; Linwood; 253; 260; GPE
27; Facebook Live; 26; 39; ORG
