1; 2017-01-24; 0; 10; DATE
2; 16-year - old; 0; 13; DATE
2; South Chicago; 47; 60; LOC
3; 16-year - old; 0; 13; DATE
3; South Chicago; 47; 60; LOC
3; Chicago; 69; 76; GPE
3; 8000; 103; 107; CARDINAL
3; South Marquette; 117; 132; GPE
3; 16-year - old; 143; 156; DATE
3; Monday; 170; 176; DATE
3; night; 177; 182; TIME
5; NVP News NEWLINE; 0; 16; ORG
6; 16-year - old; 2; 15; DATE
6; Monday; 52; 58; DATE
6; night; 59; 64; TIME
6; South Chicago; 72; 85; LOC
7; 11:24 p.m.; 36; 46; TIME
7; 8000; 54; 58; CARDINAL
7; South Marquette; 68; 83; GPE
7; Chicago; 143; 150; GPE
8; Northwestern Memorial Hospital; 97; 127; ORG
