1; 2017-02-25; 0; 10; DATE
2; Howland; 41; 48; ORG
3; HOWLAND; 8; 15; ORG
3; Ohio; 18; 22; GPE
3; WKBN; 25; 29; PERSON
4; two; 72; 75; CARDINAL
4; three; 95; 100; CARDINAL
4; Howland; 111; 118; GPE
5; Saturday; 40; 48; DATE
5; afternoon; 49; 58; TIME
5; Nasser Hamad; 75; 87; PERSON
5; Monday; 108; 114; DATE
6; two; 19; 22; CARDINAL
6; three; 55; 60; CARDINAL
6; $ 5 million; 142; 153; MONEY
7; Hamad; 65; 70; PERSON
7; Tracy Hendrickson; 78; 95; PERSON
7; Bryce Hendrickson; 147; 164; PERSON
9; Bryce; 0; 5; ORG
9; Nasser Hamad; 60; 72; PERSON
10; Nick Roberts; 21; 33; PERSON
11; One; 0; 3; CARDINAL
11; 20-year - old; 22; 35; DATE
11; Joshua Williams; 36; 51; PERSON
12; Josh Haber; 0; 10; PERSON
12; 19; 13; 15; DATE
12; Niles - Cortland Road; 39; 60; FAC
13; Two; 0; 3; CARDINAL
13; Saturday; 31; 39; DATE
13; night; 40; 45; TIME
13; — Bryce Hendrickson; 46; 65; PERSON
13; 43-year - old; 70; 83; PERSON
13; April; 84; 89; DATE
13; Trent; 90; 95; PERSON
13; Vokes; 98; 103; PERSON
14; John Shivley; 34; 46; PERSON
16; Hendrickson; 0; 11; PERSON
17; Hamad; 16; 21; PERSON
20; Hendrickson; 5; 16; PERSON
21; Trumbull County Sheriff Paul Monroe; 0; 35; ORG
21; Hamad; 113; 118; PERSON
23; Facebook; 45; 53; ORG
23; Hamad; 71; 76; PERSON
23; the weekend; 132; 143; DATE
24; Bryce Hendrickson; 20; 37; PERSON
24; Facebook; 44; 52; ORG
24; “ Joaquin Guzman; 79; 95; ORG
24; Hamad; 131; 136; PERSON
25; Hendrickson; 27; 38; PERSON
25; Hamad; 44; 49; PERSON
27; Hamad; 9; 14; PERSON
30; Hamad; 49; 54; PERSON
30; Hendrickson; 72; 83; PERSON
30; two; 118; 121; CARDINAL
30; Hamad; 131; 136; PERSON
31; Hamad; 17; 22; PERSON
33; Hamad; 0; 5; PERSON
34; 911; 13; 16; CARDINAL
36; Facebook; 26; 34; ORG
36; Joshua Williams; 59; 74; PERSON
38; Bryce Hendrickson ’s; 15; 35; PERSON
38; months; 59; 65; DATE
38; Bryce; 107; 112; PERSON
40; Kristen Williams; 0; 16; PERSON
41; months; 7; 13; DATE
42; Trent; 14; 19; ORG
42; five; 30; 34; CARDINAL
42; Hamad; 46; 51; PERSON
42; Niles - Cortland Road; 64; 85; FAC
42; Saturday; 86; 94; DATE
43; Hamad; 0; 5; PERSON
43; one; 23; 26; CARDINAL
44; five; 48; 52; CARDINAL
44; Hamad; 107; 112; PERSON
45; Hamad; 47; 52; PERSON
45; around 4:25 p.m.; 155; 171; TIME
45; Saturday; 172; 180; DATE
47; Hamad; 29; 34; PERSON
48; Hamad; 19; 24; PERSON
52; EMT; 3; 6; ORG
53; Hamad; 17; 22; PERSON
53; Hamad; 43; 48; PERSON
55; EMT; 4; 7; ORG
55; Hamad; 25; 30; PERSON
56; Hamad; 46; 51; PERSON
57; Hamad; 36; 41; PERSON
57; three; 48; 53; CARDINAL
58; EMT; 20; 23; ORG
59; Hendrickson; 39; 50; PERSON
59; Niles - Cortland Road; 86; 107; ORG
60; Chris Becker; 21; 33; PERSON
63; Monday; 9; 15; DATE
63; Hamad; 18; 23; PERSON
66; Roger Bauer; 21; 32; PERSON
67; Hamad; 0; 5; PERSON
68; five; 48; 52; CARDINAL
70; Two; 0; 3; CARDINAL
71; first; 15; 20; ORDINAL
71; Hamad; 61; 66; PERSON
72; Last year; 0; 9; DATE
72; Hamad; 12; 17; PERSON
73; Hendrickson; 13; 24; PERSON
75; Roberts; 6; 13; PERSON
75; Hamad; 41; 46; PERSON
76; Hamad; 12; 17; PERSON
76; two; 29; 32; CARDINAL
76; Monday; 55; 61; DATE
76; WKBN; 99; 103; ORG
