teens	14,19	bn:00076359n	http://babelnet.org/rdf/s00076359n	null
shot	20,24	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
northwest	28,37	bn:00116372r	http://babelnet.org/rdf/s00116372r	null
Miami	38,43	bn:00054708n	http://babelnet.org/rdf/s00054708n	http://dbpedia.org/resource/Miami
Dade	46,50	bn:16833372n	http://babelnet.org/rdf/s16833372n	http://dbpedia.org/resource/Dade_(surname)
MIAMI	53,58	bn:00054708n	http://babelnet.org/rdf/s00054708n	http://dbpedia.org/resource/Miami
DADE COUNTY	61,72	bn:02150920n	http://babelnet.org/rdf/s02150920n	http://dbpedia.org/resource/Miami-Dade_County,_Florida
Fla.	75,79	bn:00032026n	http://babelnet.org/rdf/s00032026n	http://dbpedia.org/resource/Florida
teenagers	88,97	bn:00001480n	http://babelnet.org/rdf/s00001480n	null
shot	103,107	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Thursday	108,116	bn:00076744n	http://babelnet.org/rdf/s00076744n	http://dbpedia.org/resource/Thursday
northwest	120,129	bn:00116372r	http://babelnet.org/rdf/s00116372r	null
Miami	130,135	bn:00054708n	http://babelnet.org/rdf/s00054708n	http://dbpedia.org/resource/Miami
Dade County	138,149	bn:02150920n	http://babelnet.org/rdf/s02150920n	http://dbpedia.org/resource/Miami-Dade_County,_Florida
police	152,158	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
said	159,163	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
shooting	171,179	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
took place	180,190	bn:00085337v	http://babelnet.org/rdf/s00085337v	null
block	203,208	bn:00011308n	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)
50th Street	222,233	bn:03617004n	http://babelnet.org/rdf/s03617004n	http://dbpedia.org/resource/50th_Street_(Manhattan)
Jason Gardner	237,250	bn:00179376n	http://babelnet.org/rdf/s00179376n	http://dbpedia.org/resource/Jason_Gardner
shot	262,266	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
right	274,279	bn:00109848a	http://babelnet.org/rdf/s00109848a	null
leg	280,283	bn:00050541n	http://babelnet.org/rdf/s00050541n	http://dbpedia.org/resource/Leg
Lawrencia	286,295	bn:00006828n	http://babelnet.org/rdf/s00006828n	http://dbpedia.org/resource/Lawrencium
shot	315,319	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
lower	327,332	bn:13759553a	http://babelnet.org/rdf/s13759553a	null
abdomen	333,340	bn:00000249n	http://babelnet.org/rdf/s00000249n	http://dbpedia.org/resource/Abdomen
Alexander	345,354	bn:00002611n	http://babelnet.org/rdf/s00002611n	http://dbpedia.org/resource/Walter_Alexander_Coachbuilders
Stalling	355,363	bn:00094259v	http://babelnet.org/rdf/s00094259v	null
shot	375,379	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
right hand	387,397	bn:00067811n	http://babelnet.org/rdf/s00067811n	http://dbpedia.org/resource/Handedness
Miami	400,405	bn:00054708n	http://babelnet.org/rdf/s00054708n	http://dbpedia.org/resource/Miami
