old	22,25	bn:00107786a	http://babelnet.org/rdf/s00107786a	null
East high	26,35	bn:01767634n	http://babelnet.org/rdf/s01767634n	http://dbpedia.org/resource/East_High_School
senior	36,42	bn:00110401a	http://babelnet.org/rdf/s00110401a	null
shot	43,47	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
killed	50,56	bn:00090098v	http://babelnet.org/rdf/s00090098v	null
promising	70,79	bn:00092066v	http://babelnet.org/rdf/s00092066v	null
culinary arts	80,93	bn:00037474n	http://babelnet.org/rdf/s00037474n	http://dbpedia.org/resource/Gastronomy
student	94,101	bn:00029806n	http://babelnet.org/rdf/s00029806n	http://dbpedia.org/resource/Student
targeting	113,122	bn:00082489v	http://babelnet.org/rdf/s00082489v	null
problem	127,134	bn:00048242n	http://babelnet.org/rdf/s00048242n	http://dbpedia.org/resource/Problem
bar	135,138	bn:00008462n	http://babelnet.org/rdf/s00008462n	http://dbpedia.org/resource/Bar_(establishment)
city	163,167	bn:03335997n	http://babelnet.org/rdf/s03335997n	http://dbpedia.org/resource/City
street corner	181,194	bn:00022736n	http://babelnet.org/rdf/s00022736n	http://dbpedia.org/resource/Corner_(route)
