Boy	12,15	bn:00012569n	http://babelnet.org/rdf/s00012569n	http://dbpedia.org/resource/Boy
injured	23,30	bn:00089751v	http://babelnet.org/rdf/s00089751v	null
East Knoxville	34,48	bn:02125540n	http://babelnet.org/rdf/s02125540n	http://dbpedia.org/resource/East_Knoxville
shooting	49,57	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
KNOXVILLE	60,69	bn:00554038n	http://babelnet.org/rdf/s00554038n	http://dbpedia.org/resource/Knoxville,_Tennessee
WATE	72,76	bn:01577979n	http://babelnet.org/rdf/s01577979n	http://dbpedia.org/resource/WATE-TV
Police	81,87	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
searching	92,101	bn:00087881v	http://babelnet.org/rdf/s00087881v	null
suspects	106,114	bn:00025884n	http://babelnet.org/rdf/s00025884n	http://dbpedia.org/resource/Suspect
old boy	133,140	bn:00058803n	http://babelnet.org/rdf/s00058803n	null
injured	145,152	bn:00089751v	http://babelnet.org/rdf/s00089751v	null
shooting	158,166	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Sunday	167,173	bn:00028190n	http://babelnet.org/rdf/s00028190n	http://dbpedia.org/resource/Lord's_Day
night	174,179	bn:00025236n	http://babelnet.org/rdf/s00025236n	http://dbpedia.org/resource/Night
East Knoxville	186,200	bn:02125540n	http://babelnet.org/rdf/s02125540n	http://dbpedia.org/resource/East_Knoxville
parking lot	201,212	bn:00015795n	http://babelnet.org/rdf/s00015795n	http://dbpedia.org/resource/Parking_lot
Officers	216,224	bn:00054972n	http://babelnet.org/rdf/s00054972n	http://dbpedia.org/resource/Officer_(armed_forces)
say	225,228	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
p.m.	241,245	bn:00116519r	http://babelnet.org/rdf/s00116519r	null
woman	250,255	bn:00001530n	http://babelnet.org/rdf/s00001530n	http://dbpedia.org/resource/Woman
called	256,262	bn:00084385v	http://babelnet.org/rdf/s00084385v	null
say	270,273	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
old	288,291	bn:00107786a	http://babelnet.org/rdf/s00107786a	null
son	292,295	bn:00051877n	http://babelnet.org/rdf/s00051877n	http://dbpedia.org/resource/Logos
picked up	300,309	bn:00088698v	http://babelnet.org/rdf/s00088698v	null
piece	312,317	bn:00034676n	http://babelnet.org/rdf/s00034676n	http://dbpedia.org/resource/Firearm
glass	321,326	bn:00040605n	http://babelnet.org/rdf/s00040605n	http://dbpedia.org/resource/Glass
parking lot	334,345	bn:00015795n	http://babelnet.org/rdf/s00015795n	http://dbpedia.org/resource/Parking_lot
Bethel	354,360	bn:00010144n	http://babelnet.org/rdf/s00010144n	null
Avenue	361,367	bn:00007447n	http://babelnet.org/rdf/s00007447n	null
approaching	376,387	bn:00082736v	http://babelnet.org/rdf/s00082736v	null
dumpster	390,398	bn:00029116n	http://babelnet.org/rdf/s00029116n	http://dbpedia.org/resource/Dumpster
men	408,411	bn:00044576n	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
stepped	412,419	bn:00094337v	http://babelnet.org/rdf/s00094337v	null
vehicle	429,436	bn:00079675n	http://babelnet.org/rdf/s00079675n	http://dbpedia.org/resource/Vehicle
started	441,448	bn:00083340v	http://babelnet.org/rdf/s00083340v	null
shooting	449,457	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
dumpster	469,477	bn:00029116n	http://babelnet.org/rdf/s00029116n	http://dbpedia.org/resource/Dumpster
boy	490,493	bn:00012569n	http://babelnet.org/rdf/s00012569n	http://dbpedia.org/resource/Boy
started	494,501	bn:00083340v	http://babelnet.org/rdf/s00083340v	null
running	502,509	bn:00093170v	http://babelnet.org/rdf/s00093170v	null
