Injured	14,21	bn:00043013n	http://babelnet.org/rdf/s00043013n	http://dbpedia.org/resource/Major_trauma
Accidental	25,35	bn:01796836n	http://babelnet.org/rdf/s01796836n	http://dbpedia.org/resource/Vagrancy_(biology)
Shooting	36,44	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Hotel	48,53	bn:00044967n	http://babelnet.org/rdf/s00044967n	http://dbpedia.org/resource/Hotel
Tenn.	67,72	bn:00076518n	http://babelnet.org/rdf/s00076518n	http://dbpedia.org/resource/Tennessee
people	79,85	bn:00061450n	http://babelnet.org/rdf/s00061450n	http://dbpedia.org/resource/People
injured	91,98	bn:00089751v	http://babelnet.org/rdf/s00089751v	null
accidental	105,115	bn:00096263a	http://babelnet.org/rdf/s00096263a	null
shooting	116,124	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
hotel	130,135	bn:00044967n	http://babelnet.org/rdf/s00044967n	http://dbpedia.org/resource/Hotel
incident	155,163	bn:00217666n	http://babelnet.org/rdf/s00217666n	http://dbpedia.org/resource/Incident_(Scientology)
happened	164,172	bn:00085337v	http://babelnet.org/rdf/s00085337v	null
p.m.	182,186	bn:00116519r	http://babelnet.org/rdf/s00116519r	null
Saturday	187,195	bn:00068696n	http://babelnet.org/rdf/s00068696n	http://dbpedia.org/resource/Saturday
Hyatt	203,208	bn:02816569n	http://babelnet.org/rdf/s02816569n	http://dbpedia.org/resource/Hyatt
Place	209,214	bn:00062699n	http://babelnet.org/rdf/s00062699n	http://dbpedia.org/resource/Location_(geography)
hotel	215,220	bn:00044967n	http://babelnet.org/rdf/s00044967n	http://dbpedia.org/resource/Hotel
block	232,237	bn:00011308n	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)
Bakers	241,247	bn:00008012n	http://babelnet.org/rdf/s00008012n	null
Bridge	248,254	bn:00013077n	http://babelnet.org/rdf/s00013077n	http://dbpedia.org/resource/Bridge
Avenue	255,261	bn:00007447n	http://babelnet.org/rdf/s00007447n	null
Police	265,271	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
said	272,276	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
man	279,282	bn:00044576n	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
woman	289,294	bn:00001530n	http://babelnet.org/rdf/s00001530n	http://dbpedia.org/resource/Woman
shot	300,304	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
rooms	323,328	bn:00068233n	http://babelnet.org/rdf/s00068233n	http://dbpedia.org/resource/Room
hotel	336,341	bn:00044967n	http://babelnet.org/rdf/s00044967n	http://dbpedia.org/resource/Hotel
appeared	351,359	bn:00082690v	http://babelnet.org/rdf/s00082690v	null
single shot	368,379	bn:02199046n	http://babelnet.org/rdf/s02199046n	http://dbpedia.org/resource/Single-shot
hit	385,388	bn:00089346v	http://babelnet.org/rdf/s00089346v	null
preliminary	407,418	bn:00108949a	http://babelnet.org/rdf/s00108949a	null
investigation	419,432	bn:00047354n	http://babelnet.org/rdf/s00047354n	null
showed	433,439	bn:00086557v	http://babelnet.org/rdf/s00086557v	null
man	444,447	bn:00044576n	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
mishandling	452,463	bn:00083055v	http://babelnet.org/rdf/s00083055v	null
pistol	466,472	bn:00042808n	http://babelnet.org/rdf/s00042808n	http://dbpedia.org/resource/Handgun
accidentally	481,493	bn:00114102r	http://babelnet.org/rdf/s00114102r	null
discharged	494,504	bn:00085477v	http://babelnet.org/rdf/s00085477v	null
Reports	511,518	bn:00067181n	http://babelnet.org/rdf/s00067181n	http://dbpedia.org/resource/Report
stated	519,525	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
injured	543,550	bn:00089751v	http://babelnet.org/rdf/s00089751v	null
