Juvenile	12,20	bn:00018345n	http://babelnet.org/rdf/s00018345n	http://dbpedia.org/resource/Minor_(law)
dies	21,25	bn:00084343v	http://babelnet.org/rdf/s00084343v	null
early	29,34	bn:00101935a	http://babelnet.org/rdf/s00101935a	null
Montgomery	43,53	bn:03390495n	http://babelnet.org/rdf/s03390495n	http://dbpedia.org/resource/Montgomery,_Alabama
shooting	54,62	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Columbus , GA	76,89	bn:00223727n	http://babelnet.org/rdf/s00223727n	http://dbpedia.org/resource/Columbus,_Georgia
News	90,94	bn:00047028n	http://babelnet.org/rdf/s00047028n	null
Weather	95,102	bn:00006808n	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	105,111	bn:00006759n	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
Montgomery	114,124	bn:03390495n	http://babelnet.org/rdf/s03390495n	http://dbpedia.org/resource/Montgomery,_Alabama
police	125,131	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
say	132,135	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
investigating	145,158	bn:00089885v	http://babelnet.org/rdf/s00089885v	null
homicide	161,169	bn:00032175n	http://babelnet.org/rdf/s00032175n	http://dbpedia.org/resource/Murder
early	179,184	bn:00101935a	http://babelnet.org/rdf/s00101935a	null
shooting	193,201	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
community	218,227	bn:00021248n	http://babelnet.org/rdf/s00021248n	http://dbpedia.org/resource/Community
left	228,232	bn:00088939v	http://babelnet.org/rdf/s00088939v	null
juvenile	235,243	bn:00105585a	http://babelnet.org/rdf/s00105585a	null
dead	244,248	bn:00100948a	http://babelnet.org/rdf/s00100948a	null
According	252,261	bn:00082227v	http://babelnet.org/rdf/s00082227v	null
police department	265,282	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
spokesperson	283,295	bn:00047203n	http://babelnet.org/rdf/s00047203n	http://dbpedia.org/resource/Spokesperson
shooting	319,327	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
happened	328,336	bn:00085337v	http://babelnet.org/rdf/s00085337v	null
shortly	337,344	bn:00116971r	http://babelnet.org/rdf/s00116971r	null
a.m.	353,357	bn:00410616n	http://babelnet.org/rdf/s00410616n	http://dbpedia.org/resource/A.M._(automobile)
block	369,374	bn:00011308n	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)
East Park	378,387	bn:02147313n	http://babelnet.org/rdf/s02147313n	http://dbpedia.org/resource/East_Park_(Greenville,_South_Carolina)
Park Avenue	383,394	bn:00060692n	http://babelnet.org/rdf/s00060692n	http://dbpedia.org/resource/Park_Avenue
police	402,408	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
arrived	409,416	bn:00082788v	http://babelnet.org/rdf/s00082788v	null
scene	420,425	bn:00069550n	http://babelnet.org/rdf/s00069550n	null
located	431,438	bn:00090423v	http://babelnet.org/rdf/s00090423v	null
juvenile	441,449	bn:00105585a	http://babelnet.org/rdf/s00105585a	null
victim	450,456	bn:15632248n	http://babelnet.org/rdf/s15632248n	null
fatally	470,477	bn:00115341r	http://babelnet.org/rdf/s00115341r	null
shot	478,482	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Police	486,492	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
say	493,496	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
initial	500,507	bn:00105119a	http://babelnet.org/rdf/s00105119a	null
investigation	508,521	bn:00047354n	http://babelnet.org/rdf/s00047354n	null
determined	522,532	bn:00082811v	http://babelnet.org/rdf/s00082811v	null
victim	542,548	bn:15632248n	http://babelnet.org/rdf/s15632248n	null
home	560,564	bn:00000356n	http://babelnet.org/rdf/s00000356n	http://dbpedia.org/resource/Home
struck	578,584	bn:00094453v	http://babelnet.org/rdf/s00094453v	null
gunfire	588,595	bn:00042242n	http://babelnet.org/rdf/s00042242n	http://dbpedia.org/resource/Gunshot
residence	613,622	bn:00000355n	http://babelnet.org/rdf/s00000355n	null
residences	631,641	bn:00000356n	http://babelnet.org/rdf/s00000356n	http://dbpedia.org/resource/Home
vacant	648,654	bn:00113475a	http://babelnet.org/rdf/s00113475a	null
block	664,669	bn:00011308n	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)
struck	680,686	bn:00094453v	http://babelnet.org/rdf/s00094453v	null
gunfire	690,697	bn:00042242n	http://babelnet.org/rdf/s00042242n	http://dbpedia.org/resource/Gunshot
investigation	704,717	bn:00047354n	http://babelnet.org/rdf/s00047354n	null
indicated	723,732	bn:00089681v	http://babelnet.org/rdf/s00089681v	null
intended	751,759	bn:00105250a	http://babelnet.org/rdf/s00105250a	null
target	760,766	bn:00053445n	http://babelnet.org/rdf/s00053445n	null
hit the floor	774,787	bn:00331509n	http://babelnet.org/rdf/s00331509n	http://dbpedia.org/resource/Hit_the_Floor_(Twista_song)
went on	795,802	bn:00085337v	http://babelnet.org/rdf/s00085337v	null
seconds	828,835	bn:00068672n	http://babelnet.org/rdf/s00068672n	http://dbpedia.org/resource/Second
just	852,856	bn:00115266r	http://babelnet.org/rdf/s00115266r	null
complete	857,865	bn:00100144a	http://babelnet.org/rdf/s00100144a	null
silence	866,873	bn:00071571n	http://babelnet.org/rdf/s00071571n	null
Ja	878,880	bn:15150073n	http://babelnet.org/rdf/s15150073n	http://dbpedia.org/resource/Ja_(unit)
witness	895,902	bn:00046703n	http://babelnet.org/rdf/s00046703n	null
drive	910,915	bn:00028777n	http://babelnet.org/rdf/s00028777n	null
shooting	921,929	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
described	930,939	bn:00082233v	http://babelnet.org/rdf/s00082233v	null
sound	958,963	bn:00072892n	http://babelnet.org/rdf/s00072892n	null
heard	966,971	bn:00089278v	http://babelnet.org/rdf/s00089278v	null
guess	978,983	bn:00089105v	http://babelnet.org/rdf/s00089105v	null
nice	988,992	bn:00107292a	http://babelnet.org/rdf/s00107292a	null
lady	993,997	bn:00025097n	http://babelnet.org/rdf/s00025097n	http://dbpedia.org/resource/Gentlewoman
crying	1009,1015	bn:00084388v	http://babelnet.org/rdf/s00084388v	null
saw	1042,1045	bn:00093430v	http://babelnet.org/rdf/s00093430v	null
police lights	1054,1067	bn:02211392n	http://babelnet.org/rdf/s02211392n	http://dbpedia.org/resource/Emergency_vehicle_lighting
came	1079,1083	bn:00085319v	http://babelnet.org/rdf/s00085319v	null
outside	1084,1091	bn:00108059a	http://babelnet.org/rdf/s00108059a	null
saw	1096,1099	bn:00093430v	http://babelnet.org/rdf/s00093430v	null
multiple	1100,1108	bn:00107028a	http://babelnet.org/rdf/s00107028a	null
police cars	1109,1120	bn:00024126n	http://babelnet.org/rdf/s00024126n	http://dbpedia.org/resource/Police_car
information	1135,1146	bn:00046698n	http://babelnet.org/rdf/s00046698n	null
available	1161,1170	bn:00097846a	http://babelnet.org/rdf/s00097846a	null
public release	1175,1189	bn:03804316n	http://babelnet.org/rdf/s03804316n	http://dbpedia.org/resource/Freedom_of_information
Police	1193,1199	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
ask	1200,1203	bn:00082817v	http://babelnet.org/rdf/s00082817v	null
individuals	1204,1215	bn:00046516n	http://babelnet.org/rdf/s00046516n	http://dbpedia.org/resource/Individual
knowledge	1221,1230	bn:00020452n	http://babelnet.org/rdf/s00020452n	http://dbpedia.org/resource/Cognition
shooting	1238,1246	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
call	1250,1254	bn:00084385v	http://babelnet.org/rdf/s00084385v	null
CrimeStoppers	1255,1268	bn:01352506n	http://babelnet.org/rdf/s01352506n	http://dbpedia.org/resource/Crime_Stoppers
secret	1283,1289	bn:00110253a	http://babelnet.org/rdf/s00110253a	null
witness	1290,1297	bn:00046703n	http://babelnet.org/rdf/s00046703n	null
Montgomery Police Department	1319,1347	bn:03051162n	http://babelnet.org/rdf/s03051162n	http://dbpedia.org/resource/Montgomery_Police_Department_(Alabama)
Copyright	1365,1374	bn:00022536n	http://babelnet.org/rdf/s00022536n	http://dbpedia.org/resource/Copyright
WSFA	1380,1384	bn:03283574n	http://babelnet.org/rdf/s03283574n	http://dbpedia.org/resource/WSFA
News	1388,1392	bn:00047028n	http://babelnet.org/rdf/s00047028n	null
rights	1399,1405	bn:00067807n	http://babelnet.org/rdf/s00067807n	http://dbpedia.org/resource/Rights
reserved	1406,1414	bn:00092878v	http://babelnet.org/rdf/s00092878v	null
