woman	20,25	bn:00001530n	Concept	[wn:10787470n]	http://babelnet.org/rdf/s00001530n	http://dbpedia.org/resource/Woman
identified	26,36	bn:00089574v	Concept	[wn:00618878v]	http://babelnet.org/rdf/s00089574v	null
shooter	40,47	bn:00071203n	Concept	[wn:04396093n]	http://babelnet.org/rdf/s00071203n	null
triple	51,57	bn:00111755a	Concept	[wn:02218547a]	http://babelnet.org/rdf/s00111755a	null
murder	58,64	bn:00032175n	Concept	[wn:00220522n]	http://babelnet.org/rdf/s00032175n	http://dbpedia.org/resource/Murder
suicide	67,74	bn:00070332n	Concept	[wn:00222485n]	http://babelnet.org/rdf/s00070332n	http://dbpedia.org/resource/Suicide
Image	77,82	bn:00045970n	Concept	[wn:05928118n]	http://babelnet.org/rdf/s00045970n	http://dbpedia.org/resource/Mental_image
Caption	93,100	bn:00015762n	Concept	[wn:07209691n]	http://babelnet.org/rdf/s00015762n	null
Close	101,106	bn:00019919n	Concept	[wn:06398401n]	http://babelnet.org/rdf/s00019919n	http://dbpedia.org/resource/Cul-de-sac
Image	108,113	bn:00045970n	Concept	[wn:05928118n]	http://babelnet.org/rdf/s00045970n	http://dbpedia.org/resource/Mental_image
Holmes	130,136	bn:00044441n	Named Entity	[wn:09604451n]	http://babelnet.org/rdf/s00044441n	http://dbpedia.org/resource/Sherlock_Holmes
identified	141,151	bn:00089574v	Concept	[wn:00618878v]	http://babelnet.org/rdf/s00089574v	null
dead	162,166	bn:00100948a	Concept	[wn:00095280a]	http://babelnet.org/rdf/s00100948a	null
triple	172,178	bn:00111755a	Concept	[wn:02218547a]	http://babelnet.org/rdf/s00111755a	null
murder	179,185	bn:00032175n	Concept	[wn:00220522n]	http://babelnet.org/rdf/s00032175n	http://dbpedia.org/resource/Murder
suicide	188,195	bn:00070332n	Concept	[wn:00222485n]	http://babelnet.org/rdf/s00070332n	http://dbpedia.org/resource/Suicide
Holmes	206,212	bn:00044441n	Named Entity	[wn:09604451n]	http://babelnet.org/rdf/s00044441n	http://dbpedia.org/resource/Sherlock_Holmes
identified	217,227	bn:00089574v	Concept	[wn:00618878v]	http://babelnet.org/rdf/s00089574v	null
dead	238,242	bn:00100948a	Concept	[wn:00095280a]	http://babelnet.org/rdf/s00100948a	null
triple	248,254	bn:00111755a	Concept	[wn:02218547a]	http://babelnet.org/rdf/s00111755a	null
murder	255,261	bn:00032175n	Concept	[wn:00220522n]	http://babelnet.org/rdf/s00032175n	http://dbpedia.org/resource/Murder
suicide	264,271	bn:00070332n	Concept	[wn:00222485n]	http://babelnet.org/rdf/s00070332n	http://dbpedia.org/resource/Suicide
Image	275,280	bn:00045970n	Concept	[wn:05928118n]	http://babelnet.org/rdf/s00045970n	http://dbpedia.org/resource/Mental_image
People	289,295	bn:00061450n	Concept	[wn:07942152n]	http://babelnet.org/rdf/s00061450n	http://dbpedia.org/resource/People
gather	296,302	bn:00085289v	Concept	[wn:01380638v]	http://babelnet.org/rdf/s00085289v	null
crime scene tape	314,330	bn:03032250n	Concept	[]	http://babelnet.org/rdf/s03032250n	http://dbpedia.org/resource/Barricade_tape
Police officers	342,357	bn:00058698n	Concept	[wn:10448983n]	http://babelnet.org/rdf/s00058698n	http://dbpedia.org/resource/Police_officer
investigate	358,369	bn:00087655v	Concept	[wn:00785962v]	http://babelnet.org/rdf/s00087655v	null
scene	374,379	bn:00069550n	Concept	[wn:08645963n]	http://babelnet.org/rdf/s00069550n	null
people	390,396	bn:00061450n	Concept	[wn:07942152n]	http://babelnet.org/rdf/s00061450n	http://dbpedia.org/resource/People
found	402,407	bn:00084231v	Concept	[wn:02248465v]	http://babelnet.org/rdf/s00084231v	null
fatally	408,415	bn:00115341r	Concept	[wn:00506577r]	http://babelnet.org/rdf/s00115341r	null
shot	416,420	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
block	433,438	bn:00011308n	Concept	[wn:02852523n]	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)
Mount	442,447	bn:00056067n	Concept	[wn:02377703n]	http://babelnet.org/rdf/s00056067n	http://dbpedia.org/resource/Equestrianism
Pleasant Street	448,463	bn:01214725n	Named Entity	[]	http://babelnet.org/rdf/s01214725n	http://dbpedia.org/resource/Pleasant_Street_(MBTA_station)
Friday	464,470	bn:00036512n	Concept	[wn:15164463n]	http://babelnet.org/rdf/s00036512n	http://dbpedia.org/resource/Friday
April 7	473,480	bn:02094957n	Named Entity	[]	http://babelnet.org/rdf/s02094957n	http://dbpedia.org/resource/April_7
A.	515,517	bn:00000146n	Concept	[wn:06831177n]	http://babelnet.org/rdf/s00000146n	http://dbpedia.org/resource/A
Houston Chronicle	528,545	bn:01866041n	Named Entity	[]	http://babelnet.org/rdf/s01866041n	http://dbpedia.org/resource/Houston_Chronicle
