Man	12,15	bn:00044576n	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
arrested	16,24	bn:00082728v	http://babelnet.org/rdf/s00082728v	null
murder	29,35	bn:00032175n	http://babelnet.org/rdf/s00032175n	http://dbpedia.org/resource/Murder
old	49,52	bn:00107786a	http://babelnet.org/rdf/s00107786a	null
robbed	61,67	bn:00093070v	http://babelnet.org/rdf/s00093070v	null
shot	70,74	bn:00091652v	http://babelnet.org/rdf/s00091652v	null
Oklahoma City	83,96	bn:00015597n	http://babelnet.org/rdf/s00015597n	http://dbpedia.org/resource/Oklahoma_City
Man	101,104	bn:00044576n	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
arrested	105,113	bn:00082728v	http://babelnet.org/rdf/s00082728v	null
murder	118,124	bn:00032175n	http://babelnet.org/rdf/s00032175n	http://dbpedia.org/resource/Murder
old	138,141	bn:00107786a	http://babelnet.org/rdf/s00107786a	null
robbed	150,156	bn:00093070v	http://babelnet.org/rdf/s00093070v	null
shot	159,163	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Oklahoma City	172,185	bn:00015597n	http://babelnet.org/rdf/s00015597n	http://dbpedia.org/resource/Oklahoma_City
OKLAHOMA CITY	187,200	bn:00015597n	http://babelnet.org/rdf/s00015597n	http://dbpedia.org/resource/Oklahoma_City
man	205,208	bn:00044576n	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
arrested	218,226	bn:00082728v	http://babelnet.org/rdf/s00082728v	null
murder	234,240	bn:00032175n	http://babelnet.org/rdf/s00032175n	http://dbpedia.org/resource/Murder
old	256,259	bn:00107786a	http://babelnet.org/rdf/s00107786a	null
robbed	268,274	bn:00093070v	http://babelnet.org/rdf/s00093070v	null
shot	279,283	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
death	287,292	bn:00025582n	http://babelnet.org/rdf/s00025582n	http://dbpedia.org/resource/Death
southwest Oklahoma	296,314	bn:00144865n	http://babelnet.org/rdf/s00144865n	http://dbpedia.org/resource/Southwestern_Oklahoma
Oklahoma City	306,319	bn:00015597n	http://babelnet.org/rdf/s00015597n	http://dbpedia.org/resource/Oklahoma_City
earlier	320,327	bn:00114512r	http://babelnet.org/rdf/s00114512r	null
month	333,338	bn:00014710n	http://babelnet.org/rdf/s00014710n	http://dbpedia.org/resource/Month
year	352,356	bn:00078738n	http://babelnet.org/rdf/s00078738n	http://dbpedia.org/resource/Year
old	359,362	bn:00107786a	http://babelnet.org/rdf/s00107786a	null
EJ	381,383	bn:02857844n	http://babelnet.org/rdf/s02857844n	http://dbpedia.org/resource/EJ_(singer)
