Police	0,6	bn:00022026n	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
Teen	9,13	bn:00001480n	[wn:09772029n]	http://babelnet.org/rdf/s00001480n	null
shot	14,18	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
uncle	22,27	bn:00078951n	[wn:10736091n]	http://babelnet.org/rdf/s00078951n	http://dbpedia.org/resource/Uncle
street	39,45	bn:00074595n	[wn:04334599n]	http://babelnet.org/rdf/s00074595n	http://dbpedia.org/resource/Street
Oak	51,54	bn:00058399n	[wn:12268246n]	http://babelnet.org/rdf/s00058399n	http://dbpedia.org/resource/Oak
Hill	55,59	bn:00044141n	[wn:09303008n]	http://babelnet.org/rdf/s00044141n	http://dbpedia.org/resource/Hill
Eleme	60,65	bn:13606533n	[]	http://babelnet.org/rdf/s13606533n	null
WBRC	68,72	bn:00303564n	[]	http://babelnet.org/rdf/s00303564n	http://dbpedia.org/resource/WBRC
FOX6	73,77	bn:03542167n	[]	http://babelnet.org/rdf/s03542167n	http://dbpedia.org/resource/Fox_6
News	78,82	bn:16020269n	[]	http://babelnet.org/rdf/s16020269n	http://dbpedia.org/resource/The_News_(1989_film)
Birmingham , AL	85,100	bn:03737248n	[]	http://babelnet.org/rdf/s03737248n	http://dbpedia.org/resource/Birmingham,_Alabama
