Police	0,6	bn:00022026n	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
Ohioan	9,15	bn:00013596n	[wn:09745041n]	http://babelnet.org/rdf/s00013596n	null
shot	16,20	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
son	33,36	bn:00012571n	[wn:10624074n]	http://babelnet.org/rdf/s00012571n	null
cleaning	50,58	bn:00085066v	[wn:01532434v]	http://babelnet.org/rdf/s00085066v	null
gun	59,62	bn:00042221n	[wn:03467984n]	http://babelnet.org/rdf/s00042221n	http://dbpedia.org/resource/Gun
Columbus , Ohio	75,90	bn:03420682n	[]	http://babelnet.org/rdf/s03420682n	http://dbpedia.org/resource/Columbus,_Ohio
News	102,106	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Weather	109,116	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	119,125	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
