Police	0,6	bn:00022026n	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
say	7,10	bn:00093287v	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
child	17,22	bn:00018345n	[wn:09917593n]	http://babelnet.org/rdf/s00018345n	http://dbpedia.org/resource/Minor_(law)
accidentally	23,35	bn:00114102r	[wn:00040547r]	http://babelnet.org/rdf/s00114102r	null
shot	36,40	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
WAFB	51,55	bn:02200727n	[]	http://babelnet.org/rdf/s02200727n	http://dbpedia.org/resource/WAFB
News	58,62	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Baton Rouge , Louisiana	63,86	bn:03392546n	[]	http://babelnet.org/rdf/s03392546n	http://dbpedia.org/resource/Baton_Rouge,_Louisiana
News	87,91	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Weather	94,101	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	104,110	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
