Lake	0,4	bn:00049709n	[wn:09328904n]	http://babelnet.org/rdf/s00049709n	http://dbpedia.org/resource/Lake
Charles	5,12	bn:00017834n	[wn:09242037n]	http://babelnet.org/rdf/s00017834n	http://dbpedia.org/resource/Charles_River
shooting	13,21	bn:00093655v	[wn:01519184v]	http://babelnet.org/rdf/s00093655v	null
dead	28,32	bn:00100948a	[wn:00095280a]	http://babelnet.org/rdf/s00100948a	null
injured	45,52	bn:00105122a	[wn:01317954a]	http://babelnet.org/rdf/s00105122a	null
Continuous	66,76	bn:03446876n	[]	http://babelnet.org/rdf/s03446876n	http://dbpedia.org/resource/Continuous_function
News	77,81	bn:00057546n	[wn:06681177n]	http://babelnet.org/rdf/s00057546n	http://dbpedia.org/resource/News
Coverage	82,90	bn:00023362n	[wn:06683784n]	http://babelnet.org/rdf/s00023362n	null
Acadiana	93,101	bn:02963302n	[]	http://babelnet.org/rdf/s02963302n	http://dbpedia.org/resource/Acadiana
Lafayette	104,113	bn:00286513n	[]	http://babelnet.org/rdf/s00286513n	http://dbpedia.org/resource/Lafayette,_Louisiana
