Man	0,3	bn:00044576n	[wn:02472293n]	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
accidentally	4,16	bn:00114102r	[wn:00040547r]	http://babelnet.org/rdf/s00114102r	null
shoots	17,23	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
UPS	35,38	bn:03156466n	[]	http://babelnet.org/rdf/s03156466n	http://dbpedia.org/resource/Uninterruptible_power_supply
Customer	39,47	bn:00019763n	[wn:09984659n]	http://babelnet.org/rdf/s00019763n	http://dbpedia.org/resource/Customer
Center	48,54	bn:00017134n	[wn:03965456n]	http://babelnet.org/rdf/s00017134n	http://dbpedia.org/resource/The_Mall_(Cleveland)
WMC	57,60	bn:03265958n	[]	http://babelnet.org/rdf/s03265958n	http://dbpedia.org/resource/WMC_(AM)
Action	61,67	bn:00001127n	[wn:00037396n]	http://babelnet.org/rdf/s00001127n	null
News	68,72	bn:00057546n	[wn:06681177n]	http://babelnet.org/rdf/s00057546n	http://dbpedia.org/resource/News
Memphis , Tennessee	77,96	bn:03261736n	[]	http://babelnet.org/rdf/s03261736n	http://dbpedia.org/resource/Memphis,_Tennessee
