Police	0,6	bn:00022026n	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
old	18,21	bn:00107786a	[wn:01643620a]	http://babelnet.org/rdf/s00107786a	null
shot	22,26	bn:00071206n	[wn:00122661n]	http://babelnet.org/rdf/s00071206n	null
prior	27,32	bn:13689934r	[]	http://babelnet.org/rdf/s13689934r	null
drive	36,41	bn:00087327v	[wn:01930874v]	http://babelnet.org/rdf/s00087327v	null
shooting	47,55	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
Lamesa	59,65	bn:00559648n	[]	http://babelnet.org/rdf/s00559648n	http://dbpedia.org/resource/Lamesa,_Texas
mo	68,70	bn:00010728n	[wn:15246853n]	http://babelnet.org/rdf/s00010728n	null
KCBD	73,77	bn:02126465n	[]	http://babelnet.org/rdf/s02126465n	http://dbpedia.org/resource/KCBD
Lubbock	93,100	bn:00565433n	[]	http://babelnet.org/rdf/s00565433n	http://dbpedia.org/resource/Lubbock,_Texas
