Suspect	0,7	bn:03641990n	[]	http://babelnet.org/rdf/s03641990n	http://dbpedia.org/resource/Suspect_(television)
deadly	11,17	bn:00100969a	[wn:00993667a]	http://babelnet.org/rdf/s00100969a	null
shooting	18,26	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
County Market	30,43	bn:02649260n	[]	http://babelnet.org/rdf/s02649260n	http://dbpedia.org/resource/County_Market
parking lot	44,55	bn:00015795n	[wn:08615638n]	http://babelnet.org/rdf/s00015795n	http://dbpedia.org/resource/Parking_lot
arrested	56,64	bn:00082785v	[wn:01131473v]	http://babelnet.org/rdf/s00082785v	null
KSLA News 12	67,79	bn:01450961n	[]	http://babelnet.org/rdf/s01450961n	http://dbpedia.org/resource/KSLA
Shreveport , Louisiana	80,102	bn:00720468n	[]	http://babelnet.org/rdf/s00720468n	http://dbpedia.org/resource/Shreveport,_Louisiana
News	103,107	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Weather	108,115	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	118,124	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
