old	10,13	bn:00107791a	[wn:00127137a]	http://babelnet.org/rdf/s00107791a	null
shot	14,18	bn:00071206n	[wn:00122661n]	http://babelnet.org/rdf/s00071206n	null
hand	22,26	bn:00042759n	[wn:05564590n]	http://babelnet.org/rdf/s00042759n	http://dbpedia.org/resource/Hand
Plaquemine	30,40	bn:00286030n	[]	http://babelnet.org/rdf/s00286030n	http://dbpedia.org/resource/Plaquemine,_Louisiana
WAFB	43,47	bn:02200727n	[]	http://babelnet.org/rdf/s02200727n	http://dbpedia.org/resource/WAFB
News	50,54	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Baton Rouge , Louisiana	55,78	bn:03392546n	[]	http://babelnet.org/rdf/s03392546n	http://dbpedia.org/resource/Baton_Rouge,_Louisiana
News	79,83	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Weather	86,93	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	96,102	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
