Man	0,3	bn:00044576n	[wn:02472293n]	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
kills	4,9	bn:00090098v	[wn:01323958v]	http://babelnet.org/rdf/s00090098v	null
wife	15,19	bn:00053531n	[wn:10780632n]	http://babelnet.org/rdf/s00053531n	http://dbpedia.org/resource/Wife
shoots	22,28	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
teen	29,33	bn:00001480n	[wn:09772029n]	http://babelnet.org/rdf/s00001480n	null
daughter	34,42	bn:00025364n	[wn:09992837n]	http://babelnet.org/rdf/s00025364n	http://dbpedia.org/resource/Daughter
committing	50,60	bn:00085426v	[wn:02582615v]	http://babelnet.org/rdf/s00085426v	null
WBRC	70,74	bn:00303564n	[]	http://babelnet.org/rdf/s00303564n	http://dbpedia.org/resource/WBRC
FOX6	75,79	bn:03542167n	[]	http://babelnet.org/rdf/s03542167n	http://dbpedia.org/resource/Fox_6
News	80,84	bn:00057548n	[wn:06642356n]	http://babelnet.org/rdf/s00057548n	null
Birmingham , AL	87,102	bn:03737248n	[]	http://babelnet.org/rdf/s03737248n	http://dbpedia.org/resource/Birmingham,_Alabama
