PD	0,2	bn:00006877n	[wn:14648754n]	http://babelnet.org/rdf/s00006877n	http://dbpedia.org/resource/Palladium
Gun	5,8	bn:00034676n	[wn:03343853n]	http://babelnet.org/rdf/s00034676n	http://dbpedia.org/resource/Firearm
battle	9,15	bn:00009078n	[wn:00953559n]	http://babelnet.org/rdf/s00009078n	http://dbpedia.org/resource/Engagement_(military)
leaves	16,22	bn:00088939v	[wn:02009433v]	http://babelnet.org/rdf/s00088939v	null
dead	25,29	bn:00100948a	[wn:00095280a]	http://babelnet.org/rdf/s00100948a	null
wounded	34,41	bn:00089751v	[wn:00069879v]	http://babelnet.org/rdf/s00089751v	null
apartment	53,62	bn:00004836n	[wn:02726305n]	http://babelnet.org/rdf/s00004836n	http://dbpedia.org/resource/Apartment
com	63,66	bn:00756079n	[]	http://babelnet.org/rdf/s00756079n	http://dbpedia.org/resource/COM_(manga_magazine)
azfamily.com	69,81	bn:03718700n	[]	http://babelnet.org/rdf/s03718700n	http://dbpedia.org/resource/KTVK
3TV	82,85	bn:03718700n	[]	http://babelnet.org/rdf/s03718700n	http://dbpedia.org/resource/KTVK
Breaking News	96,109	bn:00035056n	[wn:06682494n]	http://babelnet.org/rdf/s00035056n	http://dbpedia.org/resource/Breaking_news
Weather	112,119	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sport	122,127	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
