UPDATE	0,6	bn:00079238n	[wn:06643303n]	http://babelnet.org/rdf/s00079238n	null
police	20,26	bn:03385170n	[]	http://babelnet.org/rdf/s03385170n	http://dbpedia.org/resource/The_Police
say	27,30	bn:00093290v	[wn:00979870v]	http://babelnet.org/rdf/s00093290v	null
slain	31,36	bn:00084236v	[wn:02482425v]	http://babelnet.org/rdf/s00084236v	null
teen	37,41	bn:15005158n	[]	http://babelnet.org/rdf/s15005158n	http://dbpedia.org/resource/TEEN_(band)
group	51,56	bn:00041942n	[wn:00031264n]	http://babelnet.org/rdf/s00041942n	null
downtown	57,65	bn:03437503n	[]	http://babelnet.org/rdf/s03437503n	http://dbpedia.org/resource/Downtown_(Peaches_song)
WBRC	68,72	bn:00303564n	[]	http://babelnet.org/rdf/s00303564n	http://dbpedia.org/resource/WBRC
FOX6	73,77	bn:03542167n	[]	http://babelnet.org/rdf/s03542167n	http://dbpedia.org/resource/Fox_6
News	78,82	bn:00057546n	[wn:06681177n]	http://babelnet.org/rdf/s00057546n	http://dbpedia.org/resource/News
Birmingham , AL	85,100	bn:03737248n	[]	http://babelnet.org/rdf/s03737248n	http://dbpedia.org/resource/Birmingham,_Alabama
