Police	0,6	bn:00022026n	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
man	13,16	bn:00044576n	[wn:02472293n]	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
dead	17,21	bn:00100948a	[wn:00095280a]	http://babelnet.org/rdf/s00100948a	null
child	24,29	bn:00018345n	[wn:09917593n]	http://babelnet.org/rdf/s00018345n	http://dbpedia.org/resource/Minor_(law)
injured	30,37	bn:00089751v	[wn:00069879v]	http://babelnet.org/rdf/s00089751v	null
North Charleston	41,57	bn:00726881n	[]	http://babelnet.org/rdf/s00726881n	http://dbpedia.org/resource/North_Charleston,_South_Carolina
shooting	58,66	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
Charleston , SC	85,100	bn:03443880n	[]	http://babelnet.org/rdf/s03443880n	http://dbpedia.org/resource/Charleston,_South_Carolina
News	103,107	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Weather	110,117	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	120,126	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
