Police	0,6	bn:03385170n	[]	http://babelnet.org/rdf/s03385170n	http://dbpedia.org/resource/The_Police
Boy	9,12	bn:00012569n	[wn:10285313n]	http://babelnet.org/rdf/s00012569n	http://dbpedia.org/resource/Boy
shoots	13,19	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
thighs	31,37	bn:00028155n	[wn:01789740n]	http://babelnet.org/rdf/s00028155n	http://dbpedia.org/resource/Poultry
lies	40,44	bn:00090321v	[wn:02690708v]	http://babelnet.org/rdf/s00090321v	null
KSLA News 12	56,68	bn:01450961n	[]	http://babelnet.org/rdf/s01450961n	http://dbpedia.org/resource/KSLA
Shreveport , Louisiana	69,91	bn:00720468n	[]	http://babelnet.org/rdf/s00720468n	http://dbpedia.org/resource/Shreveport,_Louisiana
News	92,96	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Weather	97,104	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	107,113	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
