ASP	0,3	bn:00006365n	[wn:01752736n]	http://babelnet.org/rdf/s00006365n	http://dbpedia.org/resource/Asp_(reptile)
Juvenile	6,14	bn:00018345n	[wn:09917593n]	http://babelnet.org/rdf/s00018345n	http://dbpedia.org/resource/Minor_(law)
suspect	15,22	bn:00103017a	[wn:01917594a]	http://babelnet.org/rdf/s00103017a	null
injured	23,30	bn:00089751v	[wn:00069879v]	http://babelnet.org/rdf/s00089751v	null
officer	34,41	bn:00054972n	[wn:10317007n]	http://babelnet.org/rdf/s00054972n	http://dbpedia.org/resource/Officer_(armed_forces)
involved	44,52	bn:00082428v	[wn:02677097v]	http://babelnet.org/rdf/s00082428v	null
shooting	53,61	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
KAIT	64,68	bn:01436896n	[]	http://babelnet.org/rdf/s01436896n	http://dbpedia.org/resource/KAIT
Jonesboro , AR	69,83	bn:00187932n	[]	http://babelnet.org/rdf/s00187932n	http://dbpedia.org/resource/Jonesboro,_Arkansas
Region 8	86,94	bn:00932295n	[]	http://babelnet.org/rdf/s00932295n	http://dbpedia.org/resource/DVD_region_code
News	95,99	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
weather	102,109	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
sports	112,118	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
