man	8,11	bn:00044576n	[wn:02472293n]	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
charged	12,19	bn:00083234v	[wn:01121719v]	http://babelnet.org/rdf/s00083234v	null
murder	25,31	bn:00032175n	[wn:00220522n]	http://babelnet.org/rdf/s00032175n	http://dbpedia.org/resource/Murder
connection	35,45	bn:00021902n	[wn:13791389n]	http://babelnet.org/rdf/s00021902n	null
mass shooting	51,64	bn:00014221n	[wn:00223983n]	http://babelnet.org/rdf/s00014221n	http://dbpedia.org/resource/Mass_murder
News	76,80	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
weather	81,88	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
sports	89,95	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
Youngstown	100,110	bn:00725709n	[]	http://babelnet.org/rdf/s00725709n	http://dbpedia.org/resource/Youngstown,_Ohio
Ohio	120,124	bn:00013597n	[wn:09130076n]	http://babelnet.org/rdf/s00013597n	http://dbpedia.org/resource/Ohio
