Huguenot	0,8	bn:00045141n	[wn:10191089n]	http://babelnet.org/rdf/s00045141n	http://dbpedia.org/resource/Huguenot
HS	9,11	bn:00006823n	[wn:14640434n]	http://babelnet.org/rdf/s00006823n	http://dbpedia.org/resource/Hydrogen
football player	12,27	bn:00035713n	[wn:10101634n]	http://babelnet.org/rdf/s00035713n	http://dbpedia.org/resource/Football_player
survives	28,36	bn:00087617v	[wn:02618149v]	http://babelnet.org/rdf/s00087617v	null
shot	43,47	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
times	50,55	bn:00019848n	[wn:07309599n]	http://babelnet.org/rdf/s00019848n	null
NBC12	58,63	bn:03542255n	[]	http://babelnet.org/rdf/s03542255n	http://dbpedia.org/resource/NBC_12
Richmond , VA	73,86	bn:03327837n	[]	http://babelnet.org/rdf/s03327837n	http://dbpedia.org/resource/Richmond,_Virginia
News	87,91	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Side	100,104	bn:00071431n	[wn:08649345n]	http://babelnet.org/rdf/s00071431n	null
