Father	0,6	bn:00009616n	[wn:10080869n]	http://babelnet.org/rdf/s00009616n	http://dbpedia.org/resource/Father
saves	7,12	bn:00086537v	[wn:02551602v]	http://babelnet.org/rdf/s00086537v	null
son	13,16	bn:00051877n	[wn:09537144n]	http://babelnet.org/rdf/s00051877n	http://dbpedia.org/resource/Logos
kills	19,24	bn:00090098v	[wn:01323958v]	http://babelnet.org/rdf/s00090098v	null
intruder	25,33	bn:00047118n	[wn:10213652n]	http://babelnet.org/rdf/s00047118n	http://dbpedia.org/resource/Half-Life_(video_game)
Lemon Grove	37,48	bn:00050639n	[wn:03656011n]	http://babelnet.org/rdf/s00050639n	null
CBS News	51,59	bn:02944575n	[]	http://babelnet.org/rdf/s02944575n	http://dbpedia.org/resource/CBS_News
San Diego , CA	64,78	bn:00069101n	[wn:09065328n]	http://babelnet.org/rdf/s00069101n	http://dbpedia.org/resource/San_Diego
News	79,83	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Station	84,91	bn:00074051n	[wn:05057061n]	http://babelnet.org/rdf/s00074051n	null
Channel	99,106	bn:00017686n	[wn:03006398n]	http://babelnet.org/rdf/s00017686n	http://dbpedia.org/resource/Television_channel
