second	6,12	bn:00095974a	[wn:02202146a]	http://babelnet.org/rdf/s00095974a	null
release	13,20	bn:00026345n	[wn:07333649n]	http://babelnet.org/rdf/s00026345n	null
ICE	26,29	bn:00045705n	[wn:14915184n]	http://babelnet.org/rdf/s00045705n	http://dbpedia.org/resource/Ice
suspect	32,39	bn:00103017a	[wn:01917594a]	http://babelnet.org/rdf/s00103017a	null
allegedly	40,49	bn:00114224r	[wn:00154307r]	http://babelnet.org/rdf/s00114224r	null
impregnated	50,61	bn:00089634v	[wn:00497705v]	http://babelnet.org/rdf/s00089634v	null
later	64,69	bn:00114633r	[wn:00155488r]	http://babelnet.org/rdf/s00114633r	null
shot	70,74	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
teen	75,79	bn:13817509n	[]	http://babelnet.org/rdf/s13817509n	null
death	83,88	bn:00025582n	[wn:07355491n]	http://babelnet.org/rdf/s00025582n	http://dbpedia.org/resource/Death
