Man	0,3	bn:00001533n	[wn:10287213n]	http://babelnet.org/rdf/s00001533n	http://dbpedia.org/resource/Man
dies	4,8	bn:00086783v	[wn:02109818v]	http://babelnet.org/rdf/s00086783v	null
accidental	12,22	bn:00096263a	[wn:01338909a]	http://babelnet.org/rdf/s00096263a	null
self	25,29	bn:00070325n	[wn:09604981n]	http://babelnet.org/rdf/s00070325n	http://dbpedia.org/resource/Philosophy_of_self
inflicted	32,41	bn:00084076v	[wn:00748282v]	http://babelnet.org/rdf/s00084076v	null
shooting	42,50	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
Pueblo	54,60	bn:00065132n	[wn:09666622n]	http://babelnet.org/rdf/s00065132n	http://dbpedia.org/resource/Pueblo
motel	61,66	bn:03080575n	[]	http://babelnet.org/rdf/s03080575n	http://dbpedia.org/resource/Motel_(Spanish_rock_band)
police	69,75	bn:00022026n	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
say	76,79	bn:00093287v	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
