Teen	0,4	bn:00001480n	[wn:09772029n]	http://babelnet.org/rdf/s00001480n	null
accused	5,12	bn:00082249v	[wn:00842989v]	http://babelnet.org/rdf/s00082249v	null
shooting	16,24	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
teen	25,29	bn:00001480n	[wn:09772029n]	http://babelnet.org/rdf/s00001480n	null
released	43,51	bn:00090297v	[wn:01474550v]	http://babelnet.org/rdf/s00090297v	null
bond	55,59	bn:00011973n	[wn:11436283n]	http://babelnet.org/rdf/s00011973n	http://dbpedia.org/resource/Chemical_bond
Columbus , GA	73,86	bn:00223727n	[]	http://babelnet.org/rdf/s00223727n	http://dbpedia.org/resource/Columbus,_Georgia
News	87,91	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Weather	92,99	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	102,108	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
