year	2,6	bn:00078738n	[wn:15203791n]	http://babelnet.org/rdf/s00078738n	http://dbpedia.org/resource/Year
old	7,10	bn:00107786a	[wn:01643620a]	http://babelnet.org/rdf/s00107786a	null
accidentally	11,23	bn:00114103r	[wn:00212411r]	http://babelnet.org/rdf/s00114103r	null
shoots	24,30	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
self	31,35	bn:00070325n	[wn:09604981n]	http://babelnet.org/rdf/s00070325n	http://dbpedia.org/resource/Philosophy_of_self
playing	36,43	bn:00091708v	[wn:01072949v]	http://babelnet.org/rdf/s00091708v	null
gun	49,52	bn:00042221n	[wn:03467984n]	http://babelnet.org/rdf/s00042221n	http://dbpedia.org/resource/Gun
life	55,59	bn:00051045n	[wn:13963192n]	http://babelnet.org/rdf/s00051045n	null
threatening	60,71	bn:00087612v	[wn:02697120v]	http://babelnet.org/rdf/s00087612v	null
injuries	72,80	bn:00000694n	[wn:07313636n]	http://babelnet.org/rdf/s00000694n	http://dbpedia.org/resource/Injury
