Neighbors	0,9	bn:14166212n	[]	http://babelnet.org/rdf/s14166212n	null
call	10,14	bn:00084385v	[wn:01028748v]	http://babelnet.org/rdf/s00084385v	null
abandoned	15,24	bn:00082118v	[wn:02228031v]	http://babelnet.org/rdf/s00082118v	null
home	25,29	bn:00000356n	[wn:03259505n, wn:08559508n]	http://babelnet.org/rdf/s00000356n	http://dbpedia.org/resource/Home
shooting	36,44	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
occurred	45,53	bn:00085337v	[wn:00339934v]	http://babelnet.org/rdf/s00085337v	null
Junk	56,60	bn:00048632n	[wn:03603594n]	http://babelnet.org/rdf/s00048632n	http://dbpedia.org/resource/Junk_(ship)
News	88,92	bn:00057546n	[wn:06681177n]	http://babelnet.org/rdf/s00057546n	http://dbpedia.org/resource/News
Weather	95,102	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	105,111	bn:00073568n	[wn:00433216n]	http://babelnet.org/rdf/s00073568n	null
