killed	2,8	bn:00090098v	[wn:01323958v]	http://babelnet.org/rdf/s00090098v	null
western Montana	12,27	bn:00346389n	[]	http://babelnet.org/rdf/s00346389n	http://dbpedia.org/resource/Western_Montana
shooting	28,36	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
suspect	39,46	bn:00075447n	[wn:10681383n]	http://babelnet.org/rdf/s00075447n	null
custody	50,57	bn:00024586n	[wn:13999663n]	http://babelnet.org/rdf/s00024586n	http://dbpedia.org/resource/Detention_(imprisonment)
Q2	71,73	bn:16632030n	[]	http://babelnet.org/rdf/s16632030n	http://dbpedia.org/resource/Q2
Continuous	76,86	bn:03446876n	[]	http://babelnet.org/rdf/s03446876n	http://dbpedia.org/resource/Continuous_function
News	87,91	bn:00057546n	[wn:06681177n]	http://babelnet.org/rdf/s00057546n	http://dbpedia.org/resource/News
Coverage	92,100	bn:00023362n	[wn:06683784n]	http://babelnet.org/rdf/s00023362n	null
Billings , MT	103,116	bn:00389846n	[]	http://babelnet.org/rdf/s00389846n	http://dbpedia.org/resource/Billings,_Montana
