Police	0,6	bn:00022026n	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
suspect	10,17	bn:00094625v	[wn:00921072v]	http://babelnet.org/rdf/s00094625v	null
shooting	21,29	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
old	43,46	bn:00107791a	[wn:00127137a]	http://babelnet.org/rdf/s00107791a	null
Bossier City	50,62	bn:00284878n	[]	http://babelnet.org/rdf/s00284878n	http://dbpedia.org/resource/Bossier_City,_Louisiana
KSLA News 12	65,77	bn:01450961n	[]	http://babelnet.org/rdf/s01450961n	http://dbpedia.org/resource/KSLA
Shreveport , Louisiana	78,100	bn:00720468n	[]	http://babelnet.org/rdf/s00720468n	http://dbpedia.org/resource/Shreveport,_Louisiana
News	101,105	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Weather	106,113	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	116,122	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
