dead	2,6	bn:00100949a	[wn:00099874a]	http://babelnet.org/rdf/s00100949a	null
hurt	11,15	bn:00043011n	[wn:14285662n]	http://babelnet.org/rdf/s00043011n	http://dbpedia.org/resource/Harm
shooting	19,27	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
party	31,36	bn:00060834n	[wn:08256968n]	http://babelnet.org/rdf/s00060834n	http://dbpedia.org/resource/Political_party
Missouri	40,48	bn:00055334n	[wn:09105821n]	http://babelnet.org/rdf/s00055334n	http://dbpedia.org/resource/Missouri
nightclub	49,58	bn:00014419n	[wn:02931417n]	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
WPSD	61,65	bn:01700876n	[]	http://babelnet.org/rdf/s01700876n	http://dbpedia.org/resource/WPSD-TV
Local	66,71	bn:00051745n	[wn:03680942n]	http://babelnet.org/rdf/s00051745n	null
news	81,85	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
weather	88,95	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
sports authority	102,118	bn:02271846n	[]	http://babelnet.org/rdf/s02271846n	http://dbpedia.org/resource/Sports_Authority
