Birmingham	0,10	bn:03737248n	[]	http://babelnet.org/rdf/s03737248n	http://dbpedia.org/resource/Birmingham,_Alabama
PD	11,13	bn:00006877n	[wn:14648754n]	http://babelnet.org/rdf/s00006877n	http://dbpedia.org/resource/Palladium
says	14,18	bn:00093287v	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
uncle	19,24	bn:00078951n	[wn:10736091n]	http://babelnet.org/rdf/s00078951n	http://dbpedia.org/resource/Uncle
dropping	29,37	bn:00087369v	[wn:00941446v]	http://babelnet.org/rdf/s00087369v	null
niece	38,43	bn:00057650n	[wn:10357613n]	http://babelnet.org/rdf/s00057650n	http://dbpedia.org/resource/Nephew_and_niece
daycare	51,58	bn:00025429n	[wn:01210439n]	http://babelnet.org/rdf/s00025429n	http://dbpedia.org/resource/Day_care
Columbus , GA	77,90	bn:00223727n	[]	http://babelnet.org/rdf/s00223727n	http://dbpedia.org/resource/Columbus,_Georgia
News	91,95	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Weather	96,103	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	106,112	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
