double	5,11	bn:00101724a	[wn:02217452a]	http://babelnet.org/rdf/s00101724a	null
shooting	12,20	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
deemed	21,27	bn:00086435v	[wn:00693780v]	http://babelnet.org/rdf/s00086435v	null
accidental	28,38	bn:00096263a	[wn:01338909a]	http://babelnet.org/rdf/s00096263a	null
ABC	41,44	bn:03459402n	[]	http://babelnet.org/rdf/s03459402n	http://dbpedia.org/resource/American_Broadcasting_Company
FOX	45,48	bn:03227740n	[]	http://babelnet.org/rdf/s03227740n	http://dbpedia.org/resource/Fox_Broadcasting_Company
Montana	49,56	bn:00055782n	[wn:09108164n]	http://babelnet.org/rdf/s00055782n	http://dbpedia.org/resource/Montana
Local News	57,67	bn:00921142n	[]	http://babelnet.org/rdf/s00921142n	http://dbpedia.org/resource/Local_news
Weather	70,77	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	80,86	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
KTMF	87,91	bn:03496908n	[]	http://babelnet.org/rdf/s03496908n	http://dbpedia.org/resource/KTMF
KWYB	94,98	bn:03497884n	[]	http://babelnet.org/rdf/s03497884n	http://dbpedia.org/resource/KWYB
