UPDATE	0,6	bn:03103877n	[]	http://babelnet.org/rdf/s03103877n	http://dbpedia.org/resource/Framework_Programmes_for_Research_and_Technological_Development
Police	9,15	bn:00022026n	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
say	16,19	bn:00093287v	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
man	20,23	bn:00001533n	[wn:10287213n]	http://babelnet.org/rdf/s00001533n	http://dbpedia.org/resource/Man
showing	28,35	bn:00086557v	[wn:02148788v]	http://babelnet.org/rdf/s00086557v	null
gun	36,39	bn:00042221n	[wn:03467984n]	http://babelnet.org/rdf/s00042221n	http://dbpedia.org/resource/Gun
neighbors	43,52	bn:14166212n	[]	http://babelnet.org/rdf/s14166212n	null
fatally	61,68	bn:00115341r	[wn:00506577r]	http://babelnet.org/rdf/s00115341r	null
shot	69,73	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
roommate	74,82	bn:00068242n	[wn:10538518n]	http://babelnet.org/rdf/s00068242n	http://dbpedia.org/resource/Roommate
