Coroner	0,7	bn:00022801n	[wn:09965985n]	http://babelnet.org/rdf/s00022801n	http://dbpedia.org/resource/Coroner
Central	10,17	bn:00017171n	[wn:08735705n]	http://babelnet.org/rdf/s00017171n	http://dbpedia.org/resource/Central_America
HS	18,20	bn:00006823n	[wn:14640434n]	http://babelnet.org/rdf/s00006823n	http://dbpedia.org/resource/Hydrogen
death	21,26	bn:00025582n	[wn:07355491n]	http://babelnet.org/rdf/s00025582n	http://dbpedia.org/resource/Death
investigation	27,40	bn:00047354n	[wn:00633864n]	http://babelnet.org/rdf/s00047354n	null
involves	41,49	bn:00089893v	[wn:02677567v]	http://babelnet.org/rdf/s00089893v	null
recently	52,60	bn:00116085r	[wn:00107416r]	http://babelnet.org/rdf/s00116085r	null
State News	75,85	bn:03130118n	[]	http://babelnet.org/rdf/s03130118n	http://dbpedia.org/resource/The_State_News
Weather	88,95	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	98,104	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
