Mohawk	8,14	bn:00055518n	[wn:09661731n]	http://babelnet.org/rdf/s00055518n	http://dbpedia.org/resource/Mohawk_hairstyle
shooting	19,27	bn:00091585v	[wn:01003249v]	http://babelnet.org/rdf/s00091585v	null
appears	28,35	bn:00082690v	[wn:02133435v]	http://babelnet.org/rdf/s00082690v	null
accidental	36,46	bn:00096263a	[wn:01338909a]	http://babelnet.org/rdf/s00096263a	null
WTOC	49,53	bn:01056314n	[]	http://babelnet.org/rdf/s01056314n	http://dbpedia.org/resource/WTOC_(AM)
TV	56,58	bn:00076373n	[wn:06277280n]	http://babelnet.org/rdf/s00076373n	http://dbpedia.org/resource/Television
Beaufort , SC	72,85	bn:00543653n	[]	http://babelnet.org/rdf/s00543653n	http://dbpedia.org/resource/Beaufort,_South_Carolina
News	88,92	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Weather	95,102	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	105,111	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
