Teen	0,4	bn:13817509n	[]	http://babelnet.org/rdf/s13817509n	null
accidentally	5,17	bn:00114103r	[wn:00212411r]	http://babelnet.org/rdf/s00114103r	null
shoots	18,24	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
kills	27,32	bn:00090098v	[wn:01323958v]	http://babelnet.org/rdf/s00090098v	null
self	33,37	bn:00070325n	[wn:09604981n]	http://babelnet.org/rdf/s00070325n	http://dbpedia.org/resource/Philosophy_of_self
KAIT	40,44	bn:01436896n	[]	http://babelnet.org/rdf/s01436896n	http://dbpedia.org/resource/KAIT
Jonesboro , AR	45,59	bn:00187932n	[]	http://babelnet.org/rdf/s00187932n	http://dbpedia.org/resource/Jonesboro,_Arkansas
Region 8	62,70	bn:00932295n	[]	http://babelnet.org/rdf/s00932295n	http://dbpedia.org/resource/DVD_region_code
News	71,75	bn:00057546n	[wn:06681177n]	http://babelnet.org/rdf/s00057546n	http://dbpedia.org/resource/News
weather	78,85	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
sports	88,94	bn:00073568n	[wn:00433216n]	http://babelnet.org/rdf/s00073568n	null
