police	11,17	bn:03385170n	[]	http://babelnet.org/rdf/s03385170n	http://dbpedia.org/resource/The_Police
investigate	18,29	bn:00089885v	[wn:00789138v]	http://babelnet.org/rdf/s00089885v	null
teen	36,40	bn:00001480n	[wn:09772029n]	http://babelnet.org/rdf/s00001480n	null
injured	41,48	bn:00089751v	[wn:00069879v]	http://babelnet.org/rdf/s00089751v	null
drive	52,57	bn:00028777n	[wn:00103834n]	http://babelnet.org/rdf/s00028777n	null
sho	63,66	bn:16240585n	[]	http://babelnet.org/rdf/s16240585n	http://dbpedia.org/resource/Sho_(board_game)
Columbus , GA	80,93	bn:00223727n	[]	http://babelnet.org/rdf/s00223727n	http://dbpedia.org/resource/Columbus,_Georgia
News	94,98	bn:00047028n	[wn:06642138n]	http://babelnet.org/rdf/s00047028n	null
Weather	99,106	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	109,115	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
