injured	2,9	bn:00089751v	[wn:00069879v]	http://babelnet.org/rdf/s00089751v	null
shooting	13,21	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
Tom	25,28	bn:00077529n	[wn:09638245n]	http://babelnet.org/rdf/s00077529n	http://dbpedia.org/resource/Uncle_Tom
Park	38,42	bn:00060690n	[wn:08615149n]	http://babelnet.org/rdf/s00060690n	http://dbpedia.org/resource/Park
Senior	50,56	bn:00001940n	[wn:15153787n]	http://babelnet.org/rdf/s00001940n	http://dbpedia.org/resource/Old_age
Skip	57,61	bn:00071998n	[wn:00289906n]	http://babelnet.org/rdf/s00071998n	null
Da	62,64	bn:00024945n	[wn:10019072n]	http://babelnet.org/rdf/s00024945n	http://dbpedia.org/resource/District_attorney
WBRC	67,71	bn:00303564n	[]	http://babelnet.org/rdf/s00303564n	http://dbpedia.org/resource/WBRC
FOX6	72,76	bn:03542167n	[]	http://babelnet.org/rdf/s03542167n	http://dbpedia.org/resource/Fox_6
News	77,81	bn:03357706n	[]	http://babelnet.org/rdf/s03357706n	http://dbpedia.org/resource/NeWS
Birmingham , AL	84,99	bn:03737248n	[]	http://babelnet.org/rdf/s03737248n	http://dbpedia.org/resource/Birmingham,_Alabama
