3rd	0,3	bn:00096000a	[wn:02202307a]	http://babelnet.org/rdf/s00096000a	null
suspect	4,11	bn:00103017a	[wn:01917594a]	http://babelnet.org/rdf/s00103017a	null
charged	12,19	bn:00083486v	[wn:02320374v]	http://babelnet.org/rdf/s00083486v	null
killing	25,32	bn:00090098v	[wn:01323958v]	http://babelnet.org/rdf/s00090098v	null
old	43,46	bn:00107791a	[wn:00127137a]	http://babelnet.org/rdf/s00107791a	null
party	50,55	bn:00060837n	[wn:10402824n]	http://babelnet.org/rdf/s00060837n	http://dbpedia.org/resource/Party_(law)
WMC	58,61	bn:03265958n	[]	http://babelnet.org/rdf/s03265958n	http://dbpedia.org/resource/WMC_(AM)
Action	62,68	bn:00001127n	[wn:00037396n]	http://babelnet.org/rdf/s00001127n	null
News	69,73	bn:00057546n	[wn:06681177n]	http://babelnet.org/rdf/s00057546n	http://dbpedia.org/resource/News
Memphis , Tennessee	78,97	bn:03261736n	[]	http://babelnet.org/rdf/s03261736n	http://dbpedia.org/resource/Memphis,_Tennessee
