NC	0,2	bn:00057100n	[wn:09126305n]	http://babelnet.org/rdf/s00057100n	http://dbpedia.org/resource/North_Carolina
girl	3,7	bn:00034453n	[wn:10129825n]	http://babelnet.org/rdf/s00034453n	http://dbpedia.org/resource/Girl
killed	14,20	bn:00090098v	[wn:01323958v]	http://babelnet.org/rdf/s00090098v	null
cousin	24,30	bn:00023333n	[wn:09972010n]	http://babelnet.org/rdf/s00023333n	http://dbpedia.org/resource/Cousin
showed	38,44	bn:00086557v	[wn:02148788v]	http://babelnet.org/rdf/s00086557v	null
shotgun	49,56	bn:00069539n	[wn:04206356n]	http://babelnet.org/rdf/s00069539n	http://dbpedia.org/resource/Shotgun
got	60,63	bn:13677110v	[]	http://babelnet.org/rdf/s13677110v	null
Christmas	68,77	bn:00018836n	[wn:15196186n]	http://babelnet.org/rdf/s00018836n	http://dbpedia.org/resource/Xmas
deputies	80,88	bn:00026425n	[wn:10005548n]	http://babelnet.org/rdf/s00026425n	null
say	89,92	bn:00093287v	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
