Victim	0,6	bn:00067941n	[wn:00227595n]	http://babelnet.org/rdf/s00067941n	http://dbpedia.org/resource/Human_sacrifice
identified	7,17	bn:00089574v	[wn:00618878v]	http://babelnet.org/rdf/s00089574v	null
fatal	21,26	bn:00102827a	[wn:00993529a]	http://babelnet.org/rdf/s00102827a	null
overnight	27,36	bn:00096807a	[wn:01441530a]	http://babelnet.org/rdf/s00096807a	null
shooting	37,45	bn:00089349v	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
Shreveport	49,59	bn:00720468n	[]	http://babelnet.org/rdf/s00720468n	http://dbpedia.org/resource/Shreveport,_Louisiana
KSLA News 12	62,74	bn:01450961n	[]	http://babelnet.org/rdf/s01450961n	http://dbpedia.org/resource/KSLA
Shreveport , Louisiana	75,97	bn:00720468n	[]	http://babelnet.org/rdf/s00720468n	http://dbpedia.org/resource/Shreveport,_Louisiana
News	98,102	bn:00057546n	[wn:06681177n]	http://babelnet.org/rdf/s00057546n	http://dbpedia.org/resource/News
Weather	103,110	bn:00006808n	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	113,119	bn:00006759n	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
