dead	2,3	bn:00100948a	Concept	[wn:00095280a]	http://babelnet.org/rdf/s00100948a	null
wounded	5,6	bn:00089751v	Concept	[wn:00069879v]	http://babelnet.org/rdf/s00089751v	null
apparent	7,8	bn:00097350a	Concept	[wn:01618376a]	http://babelnet.org/rdf/s00097350a	null
murder	8,9	bn:00032175n	Concept	[wn:00220522n]	http://babelnet.org/rdf/s00032175n	http://dbpedia.org/resource/Murder
suicide	10,11	bn:00070332n	Concept	[wn:00222485n]	http://babelnet.org/rdf/s00070332n	http://dbpedia.org/resource/Suicide
Brazoria Co.	12,14	bn:03266350n	Named Entity	[]	http://babelnet.org/rdf/s03266350n	http://dbpedia.org/resource/Brazoria_County,_Texas
UPDATE	14,15	bn:00079238n	Concept	[wn:06643303n]	http://babelnet.org/rdf/s00079238n	null
NEWLINE	22,23	bn:00051314n	Concept	[wn:13508183n]	http://babelnet.org/rdf/s00051314n	http://dbpedia.org/resource/Newline
follow up	26,28	bn:00084595v	Concept	[wn:00486018v]	http://babelnet.org/rdf/s00084595v	null
Press release	28,30	bn:00042829n	Concept	[wn:06747484n]	http://babelnet.org/rdf/s00042829n	http://dbpedia.org/resource/Press_release
January 22	32,34	bn:00832177n	Named Entity	[]	http://babelnet.org/rdf/s00832177n	http://dbpedia.org/resource/January_22
Murder Suicide	34,36	bn:00678139n	Concept	[]	http://babelnet.org/rdf/s00678139n	http://dbpedia.org/resource/Murder–suicide
Investigation	36,37	bn:00047354n	Concept	[wn:00633864n]	http://babelnet.org/rdf/s00047354n	null
following	39,40	bn:00088421v	Concept	[wn:01998432v]	http://babelnet.org/rdf/s00088421v	null
names	42,43	bn:00056758n	Concept	[wn:06333653n]	http://babelnet.org/rdf/s00056758n	http://dbpedia.org/resource/Name
Suspect	45,46	bn:00025884n	Concept	[wn:09762101n]	http://babelnet.org/rdf/s00025884n	http://dbpedia.org/resource/Suspect
deceased	48,49	bn:00097591a	Concept	[wn:00095873a]	http://babelnet.org/rdf/s00097591a	null
injured	51,52	bn:00089751v	Concept	[wn:00069879v]	http://babelnet.org/rdf/s00089751v	null
live	54,55	bn:00106070a	Concept	[wn:01422556a]	http://babelnet.org/rdf/s00106070a	null
press release	55,57	bn:00042829n	Concept	[wn:06747484n]	http://babelnet.org/rdf/s00042829n	http://dbpedia.org/resource/Press_release
interview	58,59	bn:00047238n	Concept	[wn:07196075n]	http://babelnet.org/rdf/s00047238n	http://dbpedia.org/resource/Interview
scheduled	60,61	bn:00093337v	Concept	[wn:00794981v]	http://babelnet.org/rdf/s00093337v	null
Brazoria County	65,67	bn:03266350n	Named Entity	[]	http://babelnet.org/rdf/s03266350n	http://dbpedia.org/resource/Brazoria_County,_Texas
County Sheriff	66,68	bn:03786221n	Concept	[]	http://babelnet.org/rdf/s03786221n	http://dbpedia.org/resource/Sheriff
Office	69,70	bn:00014169n	Concept	[wn:03841666n]	http://babelnet.org/rdf/s00014169n	null
locate	70,71	bn:00090423v	Concept	[wn:02286204v]	http://babelnet.org/rdf/s00090423v	null
CR	74,75	bn:00016246n	Concept	[wn:13443537n]	http://babelnet.org/rdf/s00016246n	http://dbpedia.org/resource/Carriage_return
Angleton , Texas	76,79	bn:00557238n	Named Entity	[]	http://babelnet.org/rdf/s00557238n	http://dbpedia.org/resource/Angleton,_Texas
NEWLINE	80,81	bn:00051314n	Concept	[wn:13508183n]	http://babelnet.org/rdf/s00051314n	http://dbpedia.org/resource/Newline
SUSPECT	81,82	bn:00025884n	Concept	[wn:09762101n]	http://babelnet.org/rdf/s00025884n	http://dbpedia.org/resource/Suspect
NEWLINE	82,83	bn:00051314n	Concept	[wn:13508183n]	http://babelnet.org/rdf/s00051314n	http://dbpedia.org/resource/Newline
Muhammad	83,84	bn:00052796n	Named Entity	[wn:11184092n]	http://babelnet.org/rdf/s00052796n	http://dbpedia.org/resource/Muhammad
