old	bn:00107786a	0.0	0.0	0.0	0.0	0.09856944942337179	0.1630543913178722	0.04406124606546272	0.024574185282089163
girl	bn:00034453n	0.0	0.0	0.0	0.0	-0.019013032067211867	0.10925824522572486	0.06433850146235373	-0.06607031780869096
find	bn:00088210v	0.0	0.0	0.0	0.0	0.14272389199700114	0.24724859885869827	0.0693472430082059	0.17156232130107082
hit	bn:00089346v	0.0	0.0	0.0	0.0	0.1487201067076585	0.15321144691787403	0.17574823117553115	0.08334208417762884
gunshot	bn:00042242n	0.0	0.0	0.0	0.0	0.16633136833431228	0.30861386147265957	0.12960084414950648	0.055141869234877024
bedroom	bn:00009495n	0.0	0.0	0.0	0.0	0.01982463687143215	0.1717045494546788	0.09782056141684092	-0.009867714318238538
window	bn:00081285n	0.0	0.0	0.0	0.0	0.09498821185176454	0.08252123935678315	0.06362492692652212	-0.01950845963656913
say	bn:00093287v	0.0	0.0	0.0	0.0	0.10708086093629901	0.18852765938967697	0.05620976942098392	0.1996173130815841
bullet	bn:00013807n	0.0	0.0	0.0	0.0	0.10411775210788357	0.1509243318682058	0.06519979912352787	0.007095361880584469
enter	bn:00085363v	0.0	0.0	0.0	0.0	0.11824787419809653	0.2072906710734696	0.09830127889325509	0.10667010620403612
home	bn:00000356n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
daughter	bn:00025364n	0.0	0.0	0.0	0.0	-0.023069086163860587	0.1543414900939892	0.03036797451136035	0.023042772683127537
leg	bn:00050541n	0.0	0.0	0.0	0.0	0.22235857765016884	0.23321203772551383	0.18160801192827236	0.031135731455416475
hear	bn:00089277v	0.0	0.0	0.0	0.0	0.14318081164104768	0.2419432167625957	0.0752809021401172	0.10309200671921895
scream	bn:00084388v	0.0	0.0	0.0	0.0	0.18275809960187936	0.19788012061698082	0.05108584771755585	-0.032927619573422
shot	bn:00071206n	0.0	0.0	0.0	0.0	0.055651191532029284	0.1596594431746526	0.0488460968983605	0.022813155948970404
mammy	bn:00052511n	0.0	0.0	0.0	0.0	-0.023840857010760063	0.07733647474434614	0.07792895141198986	-0.017694074187949244
know	bn:00085261v	0.0	0.0	0.0	0.0	0.05139600418356224	0.1264181327576265	0.12840788696966218	0.11631589487380681
house	bn:00044994n	0.0	0.0	0.0	0.0	0.028339325579446142	0.05024318366762717	0.06824647442951733	0.0085959568177635
shoot_up	bn:00093661v	0.0	0.0	0.0	0.0	0.2368278616526685	0.30058180507634635	0.13775985139953084	0.09338200519964124
police	bn:00022026n	0.0	0.0	0.0	0.0	0.09331577436596458	0.32011613703599323	0.11369072104980804	0.05776473924307234
come_about	bn:00085337v	0.0	0.0	0.0	0.0	0.11937562238820358	0.10996410286793314	0.04099987412579448	0.22366162646680565
individual	bn:00104971a	0.0	0.0	0.0	0.0	0.02404968622096015	-0.0032032181063992955	-0.008660307723460924	0.0656367530368747
digit	bn:00027078n	0.0	0.0	0.0	0.0	0.049546528095154085	0.10320728420482826	0.03407748118425469	0.11932840900552358
block	bn:00011308n	0.0	0.0	0.0	0.0	0.05488078457950616	0.04274895777404679	0.04440741774833017	0.015761792183997
street	bn:00074595n	0.0	0.0	0.0	0.0	-0.013798412135817176	0.0735395326700467	0.0668615231948206	-0.055787841931757017
east	bn:00101959a	0.0	0.0	0.0	0.0	0.05871054157762079	0.03643703826288703	0.01931751177612825	-0.11409374272981145
child	bn:00018346n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grandchild	bn:00041350n	0.0	0.0	0.0	0.0	0.02139174959940545	0.08619142290402952	0.003454885900502984	0.05088730731904534
kip	bn:00084684v	0.0	0.0	0.0	0.0	0.04755085662189008	0.09945836007376029	0.022660531853310666	0.05023752886444268
time	bn:00077270n	0.0	0.0	0.0	0.0	-0.04005077155493308	-0.009850544430187135	0.050955513733356245	0.0018808539653583857
come_across	bn:00085339v	0.0	0.0	0.0	0.0	0.09056841344456616	0.051440179260964794	0.03152598882670498	0.05016463729331981
