1220	2017-01-06
1462	2017-02-10
160X0	2017-01-19
1461	2017-03-12
1460	2017-03-28
160X1	2017-02-06
1217	2017-01-13
1459	2017-03-31
1216	2017-02-19
1458	2017-01-29
1215	2017-04-09
1457	2017-01-02
1699	2017-02-25
1214	2017-02-22
1456	2017-03-15
1698	2017-03-10
1213	2017-03-03
1455	2017-03-21
1697	2017-02-20
1212	2017-03-10
1454	2017-02-04
1696	2017-01-19
1453	2017-02-27
1211	2017-01-22
1695	2017-03-10
1210	2017-02-11
1452	2017-03-03
1694	2017-03-31
1219	2017-02-20
1355X1	2017-02-06
1218	2017-03-29
1355X0	2017-01-12
1231	2017-01-03
1473	2017-02-20
1230	2017-03-05
1472	2017-02-15
1228	2017-03-24
2930X1	2017-01-13
1469	2017-02-09
1227	2017-02-03
2930X0	2017-02-04
1226	2017-02-13
1468	2017-02-06
1225	2017-02-03
1467	2017-02-11
1224	2017-03-21
1466	2017-01-28
1465	2017-02-06
1223	2017-03-25
1222	2017-01-18
1464	2017-02-22
1463	2017-03-08
1221	2017-01-21
1484	2017-02-14
1242	2017-02-28
1483	2017-02-16
1482	2017-02-28
1240	2017-02-17
1481	2017-02-05
1480	2017-03-03
31333	2017-03-18
1239	2017-02-20
1238	2017-03-07
31332	2017-03-29
1237	2017-03-24
1479	2017-01-06
1236	2017-04-09
1478	2017-01-06
1235	2017-01-18
1477	2017-01-28
1234	2017-03-22
1476	2017-03-28
31331	2017-03-10
1475	2017-01-13
1233	2017-02-03
31330	2017-01-13
1232	2017-02-18
1474	2017-02-14
21077X1	2017-03-21
21077X0	2017-01-20
1253	2017-03-21
1495	2017-02-25
1252	2017-01-02
1494	2017-03-10
1493	2017-03-02
1250	2017-04-01
1492	2017-03-26
1491	2017-04-09
1490	2017-01-27
2998X0	2017-01-01
2998X1	2017-02-20
31322	2017-03-02
31321	2017-01-29
1249	2017-03-01
1248	2017-01-02
31324	2017-03-30
1247	2017-01-03
1489	2017-03-25
31323	2017-01-26
1246	2017-04-01
1488	2017-01-12
1245	2017-01-06
1487	2017-01-27
31320	2017-04-03
1244	2017-02-04
1486	2017-01-07
1243	2017-02-21
1485	2017-01-12
31329	2017-02-23
31326	2017-01-26
31325	2017-04-04
31328	2017-01-05
31327	2017-01-11
1264	2017-03-21
1263	2017-01-25
1262	2017-01-26
1261	2017-02-23
1260	2017-02-23
31311	2017-02-28
31310	2017-02-23
1259	2017-03-22
31313	2017-02-28
31312	2017-01-01
1258	2017-01-03
1257	2017-01-02
1499	2017-01-18
1256	2017-01-12
1498	2017-02-16
1497	2017-03-26
1254	2017-01-05
1496	2017-02-05
31319	2017-03-16
31318	2017-02-16
31315	2017-01-10
31314	2017-01-11
31317	2017-01-05
31316	2017-03-08
1275	2017-02-27
1274	2017-04-03
1273	2017-03-13
1272	2017-01-02
1271	2017-01-01
31300	2017-02-01
31302	2017-03-24
31301	2017-02-10
1269	2017-01-06
1268	2017-03-10
1267	2017-02-11
1266	2017-03-24
1265	2017-02-19
31308	2017-03-26
31307	2017-02-08
31304	2017-03-25
31303	2017-01-02
31306	2017-01-16
31305	2017-03-28
1286	2017-01-01
1285	2017-02-09
1284	2017-01-10
1283	2017-02-13
1282	2017-02-14
1281	2017-02-25
1280	2017-01-14
1279	2017-03-07
1277	2017-01-07
1276	2017-03-22
1297	2017-02-25
1296	2017-02-23
1295	2017-01-12
1294	2017-02-12
1293	2017-03-21
1292	2017-02-26
1291	2017-01-22
11X1	2017-02-19
1290	2017-01-22
11X0	2017-01-05
1289	2017-03-29
1288	2017-03-13
1287	2017-02-07
21149	2017-01-30
21148	2017-01-05
21147	2017-02-09
21146	2017-02-16
21145	2017-03-24
21144	2017-01-25
21143	2017-02-19
21142	2017-02-19
1298	2017-01-27
21141	2017-01-21
21140	2017-03-29
1736X0	2017-03-03
1736X1	2017-03-19
21159	2017-01-21
21158	2017-01-05
21157	2017-03-25
21156	2017-03-21
21155	2017-02-14
21154	2017-03-10
21153	2017-02-14
21152	2017-01-13
21151	2017-02-09
21150	2017-03-22
21127	2017-01-22
21126	2017-03-13
21125	2017-02-07
21124	2017-01-01
21123	2017-02-09
1471X1	2017-02-19
21122	2017-02-12
1471X0	2017-01-21
21121	2017-03-10
21120	2017-03-31
21129	2017-01-22
21128	2017-02-20
21138	2017-02-09
21137	2017-01-13
21136	2017-02-23
21135	2017-02-03
21134	2017-02-26
138X0	2017-03-22
21133	2017-03-01
138X1	2017-03-13
21132	2017-01-03
21131	2017-03-04
1255X1	2017-03-01
1255X2	2017-03-13
1255X0	2017-02-16
21139	2017-04-07
21130	2017-01-03
21105	2017-01-06
21104	2017-01-09
21103	2017-02-19
21102	2017-02-11
21101	2017-02-19
21100	2017-03-21
21109	2017-03-29
21108	2017-04-03
21107	2017-04-02
21106	2017-01-02
1399X0	2017-01-21
1399X1	2017-01-02
21116	2017-02-11
21115	2017-02-25
21114	2017-01-14
21113	2017-03-06
21112	2017-01-07
21111	2017-03-22
21110	2017-02-26
21119	2017-01-12
21118	2017-02-14
21117	2017-02-19
1120X1	2017-02-10
1120X0	2017-02-20
1120X2	2017-01-31
1299X0	2017-01-15
1299X1	2017-02-11
2904X1	2017-03-22
2904X0	2017-02-19
21026X0	2017-03-19
21026X1	2017-02-03
21089	2017-01-12
21088	2017-02-25
21087	2017-01-02
21086	2017-04-04
21085	2017-04-01
21084	2017-01-02
21083	2017-02-12
21082	2017-02-06
21081	2017-01-06
21080	2017-02-04
21099	2017-02-24
21098	2017-02-02
2892X0	2017-02-04
21097	2017-02-23
21096	2017-02-23
21095	2017-02-02
2892X1	2017-03-02
21094	2017-03-22
21093	2017-03-26
21092	2017-01-16
21091	2017-02-15
21090	2017-01-20
21069	2017-01-03
21068	2017-03-21
1470X1	2017-04-10
21066	2017-03-24
1470X0	2017-03-27
21065	2017-02-11
1372X0	2017-01-20
1372X1	2017-01-03
21064	2017-03-28
21063	2017-02-05
21062	2017-02-13
21061	2017-04-09
21060	2017-03-21
1319X1	2017-03-08
1319X0	2017-03-25
21079	2017-02-21
21078	2017-02-28
21076	2017-01-03
1701	2017-01-03
1700	2017-03-04
21075	2017-01-16
1709	2017-04-07
2872X0	2017-03-22
21074	2017-03-24
1708	2017-02-09
21073	2017-01-15
1707	2017-01-27
21072	2017-03-22
1706	2017-01-13
2872X1	2017-03-13
21071	2017-04-07
1705	2017-01-15
21070	2017-01-15
1704	2017-03-19
1703	2017-03-01
1702	2017-03-17
21049	2017-02-04
21048	2017-01-26
21047	2017-04-09
21289	2017-02-15
21046	2017-03-10
21288	2017-02-22
21287	2017-02-10
21045	2017-01-22
21286	2017-03-08
21044	2017-01-15
21043	2017-03-10
21285	2017-02-03
1712	2017-02-19
1711	2017-01-20
1710	2017-01-21
21042	2017-01-18
21284	2017-02-07
21041	2017-02-12
21283	2017-01-29
1719	2017-02-14
21282	2017-03-15
1718	2017-02-14
21040	2017-01-03
21281	2017-03-03
1717	2017-01-13
21280	2017-02-23
1716	2017-02-09
1715	2017-03-22
1714	2017-01-08
1713	2017-01-29
21059	2017-02-10
21058	2017-01-21
21057	2017-01-06
21056	2017-01-06
21055	2017-02-04
21054	2017-02-27
1723	2017-02-14
1722	2017-01-22
1721	2017-01-22
1720	2017-03-28
21053	2017-01-13
21052	2017-02-01
21051	2017-02-27
1729	2017-03-25
21050	2017-02-19
1728	2017-01-12
1727	2017-01-13
1174X0	2017-03-05
1726	2017-03-06
1725	2017-02-03
1174X2	2017-04-09
1724	2017-03-22
1174X1	2017-02-17
1734	2017-03-24
1733	2017-03-26
1732	2017-01-05
1731	2017-01-28
1730	2017-04-08
1739	2017-01-14
1738	2017-01-17
1737	2017-03-16
1735	2017-02-16
18X0	2017-01-31
2834	2017-02-09
1503	2017-02-20
1745	2017-02-11
2833	2017-02-05
1502	2017-01-01
1744	2017-02-26
2832	2017-01-07
1501	2017-01-10
1743	2017-02-28
2831	2017-01-24
1500	2017-01-23
1742	2017-02-17
2911X0	2017-03-22
2830	2017-01-22
1741	2017-03-27
1740	2017-01-24
1509	2017-02-08
2839	2017-02-15
1508	2017-03-28
2838	2017-01-21
1507	2017-01-02
1749	2017-02-22
2837	2017-03-05
1506	2017-02-27
1748	2017-01-12
2836	2017-03-27
1505	2017-02-28
1747	2017-02-03
2835	2017-01-02
1504	2017-03-01
1746	2017-03-04
2859X0	2017-01-20
2859X1	2017-04-06
2911X1	2017-04-07
2845	2017-03-20
1514	2017-03-05
1756	2017-01-14
2844	2017-02-18
1513	2017-03-28
1755	2017-04-01
1512	2017-02-24
2843	2017-02-26
1754	2017-02-07
2842	2017-03-21
1511	2017-03-27
1753	2017-03-26
2841	2017-02-14
1510	2017-03-11
1752	2017-02-25
2840	2017-02-20
1751	2017-02-19
1750	2017-02-07
18X1	2017-01-02
2849	2017-01-06
1518	2017-01-16
2848	2017-03-22
1517	2017-04-01
1759	2017-03-21
2847	2017-03-15
1516	2017-01-10
1758	2017-03-07
2846	2017-01-06
1515	2017-03-13
1757	2017-03-22
1270X1	2017-01-22
1270X0	2017-03-15
1770	2017-03-05
2856	2017-02-13
1525	2017-03-27
1767	2017-01-14
2855	2017-03-28
1524	2017-03-27
1766	2017-03-26
2854	2017-04-03
1523	2017-03-30
1765	2017-01-05
2933X0	2017-02-11
1522	2017-01-31
2853	2017-01-28
1764	2017-01-13
2852	2017-02-16
1521	2017-01-22
1763	2017-04-10
2851	2017-03-08
1520	2017-03-08
1762	2017-01-06
2850	2017-01-06
1761	2017-01-11
1760	2017-01-31
1529	2017-03-31
1528	2017-02-25
1527	2017-01-03
1769	2017-01-01
2858	2017-01-12
2857	2017-03-23
1526	2017-03-24
1768	2017-03-30
2870	2017-02-16
1781	2017-03-14
1780	2017-01-26
2867	2017-03-24
1536	2017-04-06
1778	2017-02-24
2866	2017-02-25
1535	2017-03-13
1777	2017-03-03
2865	2017-03-04
1534	2017-04-01
1776	2017-03-07
2864	2017-03-26
1533	2017-01-25
1775	2017-02-19
2863	2017-03-25
1532	2017-02-24
1774	2017-04-01
2862	2017-01-19
1531	2017-03-23
1773	2017-04-01
2861	2017-01-21
1530	2017-01-23
1772	2017-03-18
2860	2017-02-25
1771	2017-01-02
1104X0	2017-01-19
1104X1	2017-02-24
1315X1	2017-01-26
1539	2017-02-01
1315X0	2017-01-15
1538	2017-02-11
2869	2017-03-26
1537	2017-02-11
1779	2017-02-17
131X1	2017-01-08
1315X2	2017-03-28
1550	2017-03-23
1792	2017-03-12
2881	2017-03-28
2880	2017-02-27
1791	2017-01-14
1790	2017-03-16
131X0	2017-01-09
1305	2017-01-30
2878	2017-04-03
1547	2017-02-02
1789	2017-01-13
2877	2017-02-11
1304	2017-02-26
1546	2017-02-01
1788	2017-04-06
1303	2017-03-24
2876	2017-02-20
1545	2017-01-14
1787	2017-01-30
1302	2017-02-19
2875	2017-03-10
1544	2017-03-04
1786	2017-03-25
1301	2017-03-29
2874	2017-01-01
1785	2017-02-19
2873	2017-01-21
1300	2017-03-25
1542	2017-03-14
1784	2017-02-28
1541	2017-03-26
1783	2017-03-03
2871	2017-01-18
1540	2017-03-24
1782	2017-02-16
1309	2017-03-09
1308	2017-01-05
1307	2017-03-25
1549	2017-01-03
1306	2017-03-21
2879	2017-02-28
1548	2017-01-04
144X1	2017-01-29
144X0	2017-01-16
1561	2017-01-22
2891	2017-04-01
1560	2017-04-08
2890	2017-03-24
2889	2017-03-18
1316	2017-03-16
1558	2017-01-29
2888	2017-02-14
1557	2017-04-05
1799	2017-02-24
2887	2017-03-14
1314	2017-03-26
1556	2017-03-19
1798	2017-02-01
1313	2017-01-10
2886	2017-02-24
1555	2017-02-23
1797	2017-02-07
1312	2017-02-09
2885	2017-01-14
1554	2017-03-17
1796	2017-01-11
1390X1	2017-03-10
1311	2017-01-21
2884	2017-03-27
1553	2017-01-16
1795	2017-02-05
2883	2017-01-23
1310	2017-02-11
1552	2017-02-20
1794	2017-04-05
2882	2017-01-04
1551	2017-03-24
1793	2017-03-30
1390X0	2017-02-22
