11	1	ef3302ce7bee9b77931604f79fd017c7	hurt	"A1:No one else[13:206,209]"
13	7	42212d43d66989545dc772c225172497	shot	"A1:Chicago Police on the scene where at seven people[3:24,33]"
13	7	42212d43d66989545dc772c225172497	wounded	"A1:seven people[4:64,66]"
16	3	6a715be2db1549da62688faf712702a0	injured	"A1:Three people[3:16,18]"
17	5	43466606e6b68d1294388d80e006f88c	shot	"A1:the five people[3:20,23]"
114	1	35e1813cb250a600c998df250f1d7cb7	fired	"A1:one shot[7:198,200]"
114	1	d276795d8925947a0f3ffabb4c37f516	fired	"A1:one shot[7:198,200]"
117	4	61ec1c21b4c7d08cf6c32ab202bc506f	shot	"A1:Four people[1:1,3]"
117	4	61ec1c21b4c7d08cf6c32ab202bc506f	shot	"A1:Four people[3:23,25]"
119	6	ccbac0e8feacc0f2ea50434a49398b58	wounding	"A1:six others[7:152,154]"
122	1	81cf5da5e63e775d177db3ed66e1aae0	struck	"A1:one of the female occupants[9:182,187]"
135	2	2c30c95630927639fe0108bd8de37d0b	shot	"A1:Two teens[4:45,47]"
135	2	2c30c95630927639fe0108bd8de37d0b	shot	"A1:The two teens[7:103,106]"
135	3	2c30c95630927639fe0108bd8de37d0b	shot	"A1:three people[2:28,30]"
144	3	823191b9c5019260a9199088bf032a26	injured	"A1:three others[2:40,42]"
145	2	85605fa36a731da16faff4caeb54a21d	shot	"A1:two men[3:32,34]"
153	2	6749488d67ccb62b64d03fad69a5fc43	tell	"A1:that there were two shooting incidents in City Center in 2016[46:678,689]"
153	2	6749488d67ccb62b64d03fad69a5fc43	helped	"A1:two victims into her vehicle[35:513,518]"
157	1	27e6f9fd749eb52a2d2db5cb56714ba6	shot	"A1:One teen[3:21,23]"
157	1	27e6f9fd749eb52a2d2db5cb56714ba6	injured	"A1:One teen[3:21,23]"
160	5	ca49be066ece6c0ba7c4428a86dcfd6a	wounded	"A1:five other people[2:30,33]"
160	4	03919e6f22b37469b4ea9e34ba97dbb3	shot	"A1:Four people[3:16,18]"
169	2	8f3f27e78acb15697bf5c2ab267538c9	wounded	"A1:Two more men[31:698,701]"
169	2	8f3f27e78acb15697bf5c2ab267538c9	shot	"A1:Two men were , ages 22 and 35 ,[29:648,657]"
169	3	8f3f27e78acb15697bf5c2ab267538c9	wounded	"A1:three people[18:401,403]"
177	1	70258ca1396281d7fd9a6ac68b501fc7	SUSTAINED	"A1:GUNSHOTINJURIES , ONE OF WHICH ISDECEASED.A TOTAL OF 15 OTHERS THAT WEREINJURED , ONE IN EXTREMELYCRITICAL CONDITION IN ADDITIONTO THAT , SEVERAL OTHERS MORESERIOUS INJURIES AND SOME VERYMINOR AND WERE RELEASED.THE INDIVIDUAL[53:880,912]"
178	2	2930b3f4e22132fffc3a9f44baefbb07	left	"A1:two injured[3:47,49]"
180	4	dd7a896cc5c5f66acc992c053c4eb499	treated	"A1:All four of the shooting victims[10:133,139]"
180	3	dd7a896cc5c5f66acc992c053c4eb499	injured	"A1:Three people[17:283,285]"
180	4	dd7a896cc5c5f66acc992c053c4eb499	shot	"A1:four people[6:75,77]"
180	3	dd7a896cc5c5f66acc992c053c4eb499	shot	"A1:Three people[3:29,31]"
180	3	28ac084880a07ef9be5f50965b912129	shooting	"A1:three people[4:70,72]"
181	2	5b31511a05aae7d87b9d1ec9b5a3df7a	expected	"A1:The victims , a male , 17 , and two females , 13 and 17 years of age ,[8:69,88]"
182	1	64a1f9c85b4c09fb80073ddc938ad178	shot	"A1:One person[2:6,8]"
182	1	64a1f9c85b4c09fb80073ddc938ad178	shooting	"A1:One person[13:141,143]"
182	1	64a1f9c85b4c09fb80073ddc938ad178	shot	"A1:One person[14:162,164]"
185	2	5158f7f5f3255aefc544a8ae5a3c4373	found	"A1:two other shooting victims[8:97,101]"
185	4	5158f7f5f3255aefc544a8ae5a3c4373	injured	"A1:four others[4:28,30]"
187	3	36f1a11999e377b5d716ea3efbcba460	shot	"A1:three people[7:128,130]"
187	5	f364be273e91a5b17b774ae2d975fe2d	came	"A1:the five people shot[12:238,242]"
187	5	36f1a11999e377b5d716ea3efbcba460	shot	"A1:the five victims[4:69,72]"
188	2	9c2cd2333364b4302356fb0167038cd8	shot	"A1:two other men[10:169,172]"
188	3	6531d55cc2f30bbd424b5880567394f4	shot	"A1:Three other victims[8:154,157]"
188	1	6531d55cc2f30bbd424b5880567394f4	suffering	"A1:from at least one gunshot wound to the upper body[6:124,134]"
188	5	adb894f7d16e736d1be0a1ddc6a3c5ab	wounded	"A1:five others[39:662,664]"
188	1	45c525d1b345b65794936e56bc9b7fd0	suffering	"A1:from at least one gunshot wound to the upper body[10:206,216]"
188	1	adb894f7d16e736d1be0a1ddc6a3c5ab	taken	"A1:One[31:533,534]"
189	9	9d165b1e78f2eff277a658cbdc316db9	found	"A1:Delgado , who was nine - months pregnant ,[7:143,152]"
192	4	c5f6a65df8964b61d762f0cd297ab8ee	injured	"A1:four[4:50,51]"
192	2	ecbf9a8a35c2f2a9626ac0114096df97	shot	"A1:Two teen brothers[2:17,20]"
192	5	c5f6a65df8964b61d762f0cd297ab8ee	shot	"A1:Five people[2:19,21]"
192	2	ecbf9a8a35c2f2a9626ac0114096df97	injured	"A1:Two people , a 14-year - old and an 18-year - old ,[5:79,92]"
192	3	72773307b211f9317a61be300047dd41	shot	"A1:Three people[2:16,18]"
192	5	506f6ed21a004457a2f4e4ec086c971f	shot	"A1:Five people[3:28,30]"
192	2	72773307b211f9317a61be300047dd41	shot	"A1:two people[3:51,53]"
197	2	5549a4bfcaf8e1d3622aa4ed89dc8518	treated	"A1:Two people[8:131,133]"
197	10	5549a4bfcaf8e1d3622aa4ed89dc8518	injured	"A1:Ten people[2:17,19]"
197	8	5549a4bfcaf8e1d3622aa4ed89dc8518	injured	"A1:eight teens[7:104,106]"
198	4	05cc1208cdf8ddba433318e2aaadd3a6	wounded	"A1:four more[7:62,64]"
198	2	27da5dc999dbfce1fa4b4edd821427a6	taken	"A1:Two men[13:234,236]"
198	2	05cc1208cdf8ddba433318e2aaadd3a6	taken	"A1:Two men[16:233,235]"
1107	4	a59a00470489941c2118c20f63ce5211	injured	"A1:four others[2:31,33]"
1107	5	a59a00470489941c2118c20f63ce5211	shot	"A1:all five victims[7:95,98]"
1109	2	4406703f1f67431001470571d330b9f9	wounded	"A1:two others[24:579,581]"
1109	5	4406703f1f67431001470571d330b9f9	shot	"A1:five people[2:46,48]"
1109	2	4406703f1f67431001470571d330b9f9	wounded	"A1:two others[23:545,547]"
1111	1	0e8af2677d117c3c85d7c810968b72bd	hurt	"A1:No one else[11:174,177]"
1118	4	d7df5acbe9500aad45a647825b62b50f	involving	"A1:a four - year - old boy[2:17,24]"
1120	3	beb8a0debc9328f690181dfb9d3443c7	shot	"A1:MIAMI GARDENS , Fla. - Three teenage boys[2:13,21]"
1122	2	540a214ec4078f4e643943d314f33fbc	suffered	"A1:two gunshot wounds[52:1191,1194]"
1122	4	540a214ec4078f4e643943d314f33fbc	wounded	"A1:four others[48:1081,1083]"
1122	4	540a214ec4078f4e643943d314f33fbc	hospitalized	"A1:four others[2:22,24]"
1123	2	dd6e40d83b73fd0492af90721e9212f8	injured	"A1:Two teens[1:1,3]"
1123	2	dd6e40d83b73fd0492af90721e9212f8	found	"A1:Two teens , ages 14 and 17 ,[6:63,71]"
1124	2	0c2d6d3a66ced23e9999bd155fa7cb5f	left	"A1:two others[2:18,20]"
1125	2	d26fe2638274a6fcd4167569987a11ad	identified	"A1:the two victims of a shooting Saturday in Quincy[2:12,21]"
1127	1	e0ee6a63ed6d9128a2591cba0b88c727	shoot	"A1:an animal one time[10:205,209]"
1128	7	2ff2989ffe02fad59ef6d8765518cbb3	shot	"A1:seven people[3:38,40]"
1130	3	97cddd95b2f3f3f96dd645e9435c68ae	shot	"A1:Three other victims[6:109,112]"
1130	3	a653bd89f6ed5452771d8600b43f4999	shot	"A1:Three other victims[6:109,112]"
1130	3	5fc930cfd6b3eefa221a1811619c0d22	shot	"A1:Three other victims[6:109,112]"
1136	4	080a7b619d14738ea5f202dddf4344e7	injured	"A1:four people[5:78,80]"
1136	4	080a7b619d14738ea5f202dddf4344e7	injured	"A1:Four[1:1,2]"
1137	2	98f482f41aaf55296a8dd77a2c3e1e61	wounded	"A1:Two teenagers[3:20,22]"
1139	4	58839f3a77493f820c4381378399cc92	loved	"A1:four - wheeling , fishing and shooting[23:352,359]"
1142	1	18e3d5107aed5bfa4057ee1d590a7422	shot	"A1:one individual[6:67,69]"
1143	3	8862a74919afded64041ab1346c760a3	looking	"A1:for three men in connection with shooting[1:4,11]"
1143	2	8862a74919afded64041ab1346c760a3	hospitalized	"A1:The two victims[8:116,119]"
1144	1	01f921643443a6b074594b2baf29ecd9	shot	"A1:One person[4:41,43]"
1157	3	1ec1dbf22deebd1dc2c2c437245de803	shot	"A1:All three of them[5:81,85]"
1157	1	468749b440617bbdc420a67ef7c0912e	remains	"A1:one person[2:33,35]"
1157	4	468749b440617bbdc420a67ef7c0912e	shot	"A1:four people[7:127,129]"
1161	5	79b34488445f25db698563bdbd0b6226	shot	"A1:five people[5:62,64]"
1163	3	db60e09613f2347cb723e23ea1a05dd6	shot	"A1:three people[13:187,189]"
1163	3	db60e09613f2347cb723e23ea1a05dd6	shot	"A1:Three people[6:70,72]"
1166	1	f9f9b3e51e78f3389ea7e04450b2bfe9	shot	"A1:one of your officers ' children[52:912,918]"
1167	5	9beb5743a096861bb4dd868bc42036f4	Injured	"A1:Five[1:1,2]"
1167	5	9beb5743a096861bb4dd868bc42036f4	sent	"A1:five people[3:35,37]"
1168	1	5e220ae70836c94b07c9727e2ecd469d	injured	"A1:no one on the bus[7:145,150]"
1168	8	5e220ae70836c94b07c9727e2ecd469d	injured	"A1:Eight students[42:864,866]"
1169	5	3aabb33017ba2604074ee58472610465	wounded	"A1:five people[5:49,51]"
1169	5	3aabb33017ba2604074ee58472610465	wounded	"A1:five people[2:23,25]"
1174	1	da049b9077f32a6622ebd0d9e8f6e1dc	shot	"A1:One man[3:27,29]"
1174	3	da049b9077f32a6622ebd0d9e8f6e1dc	shot	"A1:Three people[2:9,11]"
1176	2	867b88c571b99fc3c71c45e9d5582bc2	shot	"A1:two other people[9:164,167]"
1179	2	b4ff2cfa5b0b4df7ecaa6041b8efc699	located	"A1:two shooting victims[5:50,53]"
1179	2	f273e620b7f77b46bb38abb84d0f5d65	located	"A1:two shooting victims[5:50,53]"
1180	3	21e17562e36b5062d2c4333a4405ce5c	injured	"A1:BRAZORIA COUNTY , Texas - Three people[4:31,38]"
1180	2	21e17562e36b5062d2c4333a4405ce5c	injured	"A1:two others[4:41,43]"
1181	5	54c1537fcd459a99868d101b51918459	injured	"A1:five people[2:36,38]"
1181	3	54c1537fcd459a99868d101b51918459	shot	"A1:three victims[12:264,266]"
1181	2	54c1537fcd459a99868d101b51918459	confirmed	"A1:the current condition of the first two shooting victims[3:52,61]"
1188	1	90cdbe6b654ad5eb449929e8ec92753a	hurt	"A1:No one else[12:187,190]"
