98c1f276fecba054a0c799b04f4ff177	2017-03-30	said	2	10,11	null	A0:Officials[2:9,10]	A1:four people are dead[2:11,15]	null	null	null	AM-TMP:after a shooting at a restaurant in Chicago 's South Shore neighborhood[2:15,27]	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	found	6	120,121	null	A0:old brothers[6:115,117]	null	null	A3:dead outside[6:121,123]	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	killed	1	5,6	null	A0:Round Lake Park man[1:1,5]	null	null	null	null	null	AM-LOC:in apparent accidental shooting[1:6,10]	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	died	5	91,92	null	null	A1:Graham[5:90,91]	null	null	null	AM-TMP:shortly after arrival at the facility[5:92,98]	null	null
e01284c6dc303417d44633a26de360ed	2017-01-07	finds	7	70,71	null	A0:0:42 Miami - Dade bust[7:65,70]	A1:new deadly opioid drug[7:71,75]	null	null	null	null	null	null
b5a119e10e21a02174150efbed580711	2017-03-07	finding	102	1649,1650	null	null	A1:his mother deceased[102:1650,1653]	null	null	null	null	null	null
b5a119e10e21a02174150efbed580711	2017-03-07	deceased	72	1070,1071	null	null	A1:The cat[72:1067,1069]	null	null	null	null	null	null
9759350410ccb31a6465ebc8bf390db1	2017-03-12	pronounced	8	137,138	null	null	A1:Lackey[8:135,136]	A2:dead at 11:26pm[8:138,141]	null	null	null	null	null
a5795e3d5be396f0815785ce7a4948ac	2017-03-27	killing	2	28,29	null	A0:dozens of shots[2:19,22]	A1:two people[2:29,31]	null	null	null	null	null	null
a5795e3d5be396f0815785ce7a4948ac	2017-03-27	died	9	190,191	null	null	A1:the victims[9:187,189]	null	null	null	null	AM-LOC:in the shooting[9:191,194]	null
a5795e3d5be396f0815785ce7a4948ac	2017-03-27	killed	8	136,137	null	null	A1:Two people[8:133,135]	null	null	null	null	AM-LOC:in the shooting[8:137,140]	null
b3b5ce93bec93c3d5c7f719ac8b9475a	2017-03-03	killed	3	27,28	null	A0:by accidental gun fire[3:28,32]	A1:an 18-year - old man[3:21,26]	null	null	null	AM-TMP:Thursday night[3:32,34]	null	null
b3b5ce93bec93c3d5c7f719ac8b9475a	2017-03-03	died	7	74,75	null	null	A1:Daniels[7:73,74]	null	null	null	null	null	null
b2fbdfa8518b1343d47aaf2e2f57cb87	2017-02-12	arrested	1	2,3	null	null	A1:Two[1:1,2]	A2:in deadly nightclub shooting in Caruthersville - WSIL - TV 3 Southern Illinois[1:3,16]	null	null	null	null	null
b2fbdfa8518b1343d47aaf2e2f57cb87	2017-02-12	announced	3	23,24	null	A0:Missouri State Highway Patrol[3:19,23]	A1:the arrest of two men in connection with Sunday 's deadly shooting at Club Envy in Caruthersville[3:24,41]	null	null	null	null	null	null
b2fbdfa8518b1343d47aaf2e2f57cb87	2017-02-12	killed	10	92,93	null	null	A1:One person[10:89,91]	null	null	null	AM-TMP:after a shooting at a night club[10:97,104]	null	null
b2fbdfa8518b1343d47aaf2e2f57cb87	2017-02-12	shot	14	177,178	null	null	A1:six people[14:174,176]	null	null	null	null	null	null
b2fbdfa8518b1343d47aaf2e2f57cb87	2017-02-12	killed	14	183,184	null	null	A1:the one individual[14:180,183]	null	null	null	null	null	null
aff6d74a03ee424b463b303cca4e93cd	2017-03-16	killed	1	8,9	null	A0:16-year - old Antioch girl[1:3,8]	null	null	null	null	null	AM-LOC:in officer[1:9,11]	null
aff6d74a03ee424b463b303cca4e93cd	2017-03-16	killed	2	35,36	null	null	A1:a teenage girl[2:29,32]	null	null	null	AM-TMP:during a confrontation with officers[2:36,41]	null	null
391c64cda700ac74e9e6ec5a4dc63902	2017-01-28	led	1	5,6	null	null	A1:gun[1:4,5]	A2:to deadly shooting[1:6,9]	null	null	null	null	null
391c64cda700ac74e9e6ec5a4dc63902	2017-01-28	charged	4	69,70	null	null	A1:Portee[4:67,68]	A2:with manslaughter in the shooting death of 19-year - old Kyre Raquan Bethea[4:70,83]	null	null	AM-TMP:Thursday night[4:83,85]	null	null
73b03119bf22a4558a7347ce6782b269	2017-03-13	killed	1	6,7	null	A0:by childhood friend[1:7,10]	A1:Burien teen[1:1,3]	null	null	null	null	null	AM-MNR:accidentally[1:3,4]
