14e903c185a29de73a51118ff53fe526	2017-03-06	knew	7	91,92	A0:I[7:90,91]	A1:my house had been shot up[7:92,98]	null	null	null	null	null
14e903c185a29de73a51118ff53fe526	2017-03-06	shot up	7	96,98	null	A1:my house[7:92,94]	null	null	null	null	null
14e903c185a29de73a51118ff53fe526	2017-03-06	said	7	101,102	A0:” Williamson[7:99,101]	A1:So I knew my house had been shot up[7:89,98]	null	null	null	null	null
14e903c185a29de73a51118ff53fe526	2017-03-06	say	25	351,352	A0:he[25:348,349]	A1:if any arrests have been made or if officers have any suspects[25:352,364]	null	null	null	null	null
14e903c185a29de73a51118ff53fe526	2017-03-06	made	25	357,358	null	A1:any arrests[25:353,355]	null	null	null	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	brings	19	333,334	A0:your tip[19:331,333]	A1:a felony arrest[19:334,337]	null	null	null	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	collect	19	340,341	A0:you[19:338,339]	A1:a cash reward[19:341,344]	null	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	said	2	10,11	A0:Officials[2:9,10]	A1:four people are dead[2:11,15]	null	null	AM-TMP:after a shooting at a restaurant in Chicago 's South Shore neighborhood[2:15,27]	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	suffered	4	90,91	A0:All[4:89,90]	A1:gunshot wounds[4:91,93]	null	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	said	6	105,106	A0:Relatives[6:104,105]	A1:two of the victims are 19- and 20-year - old brothers , who were found dead outside[6:106,123]	null	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	found	6	120,121	A0:old brothers[6:115,117]	null	null	A3:dead outside[6:121,123]	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	said	8	161,162	A0:"[8:160,161]	A1:Georgia Jackson , victims ' grandmother , through tears."Whoever did this needs to step up and be accountable for they actions , and get sent up for it before they get hurt on these streets '[8:162,198]	null	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	did	8	171,172	A0:Georgia Jackson , victims ' grandmother ,[8:162,169]	A1:this needs[8:172,174]	null	null	AM-TMP:before they get hurt on these streets '[8:190,198]	null	AM-MNR:through tears."Whoever[8:169,171]
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	killed	1	5,6	A0:Round Lake Park man[1:1,5]	null	null	null	null	AM-LOC:in apparent accidental shooting[1:6,10]	null
