14e903c185a29de73a51118ff53fe526	2017-03-06	feels	21	291,292	null	A0:she[21:290,291]	A1:lucky her daughter ’s injury was not more serious[21:292,301]	null	null	null	null	null	null
14e903c185a29de73a51118ff53fe526	2017-03-06	confirmed	25	340,341	null	A0:Derick Tisdale[25:338,340]	A1:the shooting[25:341,343]	null	null	null	null	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	shot	1	3,4	null	null	A1:Two teens[1:1,3]	null	null	null	null	AM-LOC:near Central Florida Fairgrounds[1:4,8]	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	shot	2	15,16	null	null	A1:they[2:13,14]	null	null	null	AM-TMP:Saturday night[2:16,18]	AM-LOC:near the Central Florida Fairgrounds[2:18,23]	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	described	8	135,136	null	null	A1:injuries[8:134,135]	A2:as not life[8:136,139]	null	null	null	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	occurred	15	255,256	null	null	A1:the shooting[15:253,255]	null	null	null	null	AM-LOC:at a parking lot a block west of the fair[15:256,266]	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	call	18	309,310	null	A0:Anyone with information on the shooting[18:300,306]	A1:the Orange County Sheriff , or Crimeline ,[18:310,318]	null	null	null	null	AM-LOC:at 1 - 800 - 423-TIPS. Calls to Crimeline are anonymous[18:318,329]	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	injured	14	239,240	null	null	A1:no one[14:236,238]	null	null	null	null	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	taken	8	130,131	null	null	A1:The teens[8:127,129]	A2:to ORMC[8:131,133]	null	null	null	null	AM-MNR:with injuries described as not life - threatening[8:133,141]
98c1f276fecba054a0c799b04f4ff177	2017-03-30	hurt	9	202,203	null	A0:cuz somebody 's[9:198,201]	null	null	null	null	null	null	AM-MNR:gonna[9:201,202]
98c1f276fecba054a0c799b04f4ff177	2017-03-30	suffered	4	90,91	null	A0:All[4:89,90]	A1:gunshot wounds[4:91,93]	null	null	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	hurt	8	193,194	null	null	A1:they[8:191,192]	null	null	null	null	AM-LOC:on these streets '[8:194,198]	null
916a17f46196561664ed18f9291fc704	2017-01-10	shot	2	42,43	null	A0:by another boy , who police say is a teenager[2:47,57]	A1:old boy[2:38,40]	null	null	null	AM-TMP:in the right hand[2:43,47]	null	null
916a17f46196561664ed18f9291fc704	2017-01-10	injuring	3	71,72	null	null	null	null	null	null	null	null	null
916a17f46196561664ed18f9291fc704	2017-01-10	got	6	140,141	null	null	A1:shot[6:141,142]	null	null	null	null	null	null
f0badf619b183ee71ca0833af785865b	2017-01-22	face	2	35,36	null	A0:A nineteen - year - old Kansas State University student who was injured when he accidentally shot himself Sunday[2:15,34]	A1:charges[2:36,37]	null	null	null	AM-TMP:for the incident[2:37,40]	null	null
f0badf619b183ee71ca0833af785865b	2017-01-22	injured	1	9,10	null	A0:by self - inflicted gunshot[1:10,15]	A1:State student[1:7,9]	null	null	null	null	null	null
f0badf619b183ee71ca0833af785865b	2017-01-22	shot	2	31,32	null	A0:he[2:29,30]	A1:himself[2:32,33]	null	null	null	AM-TMP:Sunday[2:33,34]	null	AM-MNR:accidentally[2:30,31]
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	brought	3	56,57	null	null	A1:David J. Graham[3:52,55]	null	A3:to the Northwestern Medicine Grayslake Outpatient Center[3:57,64]	null	AM-TMP:at approximately 12:45 a.m.[3:68,72]	AM-LOC:on East Belvidere Road[3:64,68]	AM-MNR:with a gunshot wound to the head[3:72,79]
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	shooting	10	255,256	null	null	A1:Graham[10:256,257]	null	null	null	null	AM-LOC:in the head[10:257,260]	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	stemming	13	306,307	null	null	A1:several felony charges[13:303,306]	A2:from the shooting and a previous incident[13:307,314]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	caused	6	110,111	null	A0:by the gunshot wound[6:111,115]	A1:Graham 's death[6:106,109]	null	null	null	null	null	null
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	shot	6	82,83	null	null	A1:a 15-year - old boy[6:76,81]	null	null	null	null	AM-LOC:in the left thigh[6:83,87]	null
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	shot	1	4,5	null	null	A1:4 teen boys[1:1,4]	null	null	null	null	AM-LOC:in West Philadelphia[1:5,8]	null
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	happened	12	165,166	null	null	A1:the shooting[12:163,165]	null	null	null	null	AM-LOC:on Conestoga Street[12:166,169]	null
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	located	5	49,50	null	A0:Responding officers[5:47,49]	A1:two shooting victims[5:50,53]	null	null	null	AM-TMP:near the intersection of 56th and Market streets[5:53,61]	null	null
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	found	9	121,122	null	null	A1:A fourth shooting victim[9:116,120]	null	null	null	null	AM-LOC:along the unit block of 55th Street[9:122,129]	null
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	shot	6	69,70	null	null	A1:a 16-year - old boy[6:63,68]	null	null	null	null	AM-LOC:in the left foot[6:70,74]	null
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	shot	10	141,142	null	null	A1:The victim , also a 16-year - old boy ,[10:130,140]	null	null	null	null	AM-LOC:in the back[10:142,145]	null
a755778ec05e0f6c89324c2f732789d8	2017-03-15	said	8	146,147	null	A0:Authorities[8:145,146]	A1:his injuries were not life - threatening[8:147,154]	null	null	null	null	null	null
f0e01196090f43e39afbf651e3b17c8e	2017-03-03	reported	2	24,25	null	null	A1:A shooting[2:20,22]	null	null	null	AM-TMP:late Friday night[2:28,31]	AM-LOC:in Clay County[2:25,28]	null
f0e01196090f43e39afbf651e3b17c8e	2017-03-03	reported	3	36,37	null	null	A1:The shooting[3:33,35]	null	null	null	AM-TMP:around 10:30 p.m.[3:37,40]	AM-LOC:on Independence Road just south of Lizemores[3:40,47]	null
f0e01196090f43e39afbf651e3b17c8e	2017-03-03	released	4	59,60	null	null	A1:no word on injuries[4:53,57]	null	null	null	AM-TMP:at this time[4:60,63]	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	shot	1	3,4	null	null	A1:Two teens[1:1,3]	null	null	null	null	AM-LOC:near east side[1:6,9]	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	shot	6	72,73	null	null	A1:Two teenage male victims , 16 and 17 years old ,[6:59,70]	null	null	null	null	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	shot	7	88,89	null	null	A1:One of the teenagers[7:82,86]	null	null	null	null	AM-LOC:in the left leg[7:89,93]	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	involved	16	276,277	null	null	A1:the car[16:273,275]	A2:in any way with the shooting[16:277,283]	null	null	null	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	arrived	5	39,40	null	null	A1:officers[5:38,39]	null	null	A4:to a duplex with a window shot out[5:49,57]	AM-TMP:Around 1:30 a.m.[5:34,37]	null	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	shot	7	102,103	null	null	A1:the other[7:99,101]	null	null	null	null	AM-LOC:in the buttocks[7:103,106]	null
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	considered	8	126,127	null	null	A1:their injuries[8:122,124]	A2:to be life[8:127,130]	null	null	null	null	null
2096dde8af0b9a0f0a1dca0e0d810e47	2017-02-07	shot	3	43,44	null	null	A1:four people[3:40,42]	null	null	null	AM-TMP:Tuesday[3:44,45]	null	null
2096dde8af0b9a0f0a1dca0e0d810e47	2017-02-07	shot	5	84,85	null	null	A1:The four victims - three women and one man -[5:73,83]	null	null	null	null	AM-LOC:in the upper body[5:85,89]	null
2096dde8af0b9a0f0a1dca0e0d810e47	2017-02-07	injured	10	145,146	null	null	A1:the women[10:143,145]	null	null	null	null	AM-LOC:in the shooting[10:146,149]	null
2096dde8af0b9a0f0a1dca0e0d810e47	2017-02-07	have	19	243,244	null	A0:you[19:242,243]	A1:any information about this shooting[19:244,249]	null	null	null	null	null	null
45c8b72690599eaea2fe18073f43248c	2017-04-02	sends	1	8,9	null	A0:Accidental shooting in Cabela ’s parking lot[1:1,8]	A1:one man[1:9,11]	A2:to the hospital[1:11,14]	null	null	null	null	null
45c8b72690599eaea2fe18073f43248c	2017-04-02	sent	3	22,23	null	A0:An accidental shooting[3:19,22]	A1:one person[3:23,25]	A2:to the hospital[3:25,28]	null	null	AM-TMP:on Sunday[3:31,33]	null	AM-MNR:with minor injuries[3:28,31]
45c8b72690599eaea2fe18073f43248c	2017-04-02	occurred	4	45,46	null	null	A1:an accidental shooting[4:42,45]	null	null	null	AM-TMP:shortly before 11:30 a.m.[4:37,41]	AM-LOC:in KCK.[4:53,55]	null
45c8b72690599eaea2fe18073f43248c	2017-04-02	happened	5	64,65	null	null	A1:that shooting[5:62,64]	null	null	null	null	null	null
45c8b72690599eaea2fe18073f43248c	2017-04-02	injured	5	71,72	null	null	A1:he[5:69,70]	null	null	null	null	null	null
e01284c6dc303417d44633a26de360ed	2017-01-07	setting	9	95,96	null	A0:0:31 Florida woman[9:88,91]	A1:wrong car[9:96,98]	A2:on fire[9:98,100]	null	null	null	null	null
758118caaa3f1fc04d853277848f1241	2017-01-03	following	1	5,6	null	A0:Teen in fair condition[1:1,5]	null	A2:accidental shooting in Reno County[1:6,11]	null	null	null	null	null
758118caaa3f1fc04d853277848f1241	2017-01-03	happened	4	97,98	null	null	null	null	null	null	null	null	null
758118caaa3f1fc04d853277848f1241	2017-01-03	shot	2	28,29	null	null	A1:a teen[2:23,25]	null	null	null	AM-TMP:over the weekend[2:32,35]	AM-LOC:in the chest[2:29,32]	AM-MNR:accidentally[2:27,28]
758118caaa3f1fc04d853277848f1241	2017-01-03	shot	11	224,225	null	null	A1:one[11:221,222]	null	null	null	null	AM-LOC:in the chest[11:225,228]	AM-MNR:accidentally[11:223,224]
758118caaa3f1fc04d853277848f1241	2017-01-03	hurt	15	264,265	null	null	A1:A teenager[15:261,263]	null	null	null	AM-TMP:after being shot in the chest with a shotgun[15:265,274]	null	null
758118caaa3f1fc04d853277848f1241	2017-01-03	cause	4	99,100	null	null	A1:the shooting[4:100,102]	null	null	null	null	null	null
758118caaa3f1fc04d853277848f1241	2017-01-03	gathering	18	305,306	null	A0:Eyewitness News[18:299,301]	A1:more details about this shooting[18:306,311]	null	null	null	null	null	null
fa0ba3008b36e2a065086d24c4bb3cc6	2017-01-29	injured	1	6,7	null	A0:by sho - WTVM.com - Columbus , GA News Weather & Sports[1:10,22]	A1:teen[1:5,6]	null	null	null	null	null	AM-MNR:in drive[1:7,9]
fa0ba3008b36e2a065086d24c4bb3cc6	2017-01-29	shooting	2	42,43	null	A0:Birmingham police[2:22,24]	null	null	null	null	AM-TMP:Sunday evening[2:43,45]	null	null
fa0ba3008b36e2a065086d24c4bb3cc6	2017-01-29	transported	5	80,81	null	null	A1:The victim[5:76,78]	null	null	A4:to UAB Hospital[5:81,84]	null	null	AM-MNR:with non - life - threatening injuries[5:84,91]
a87b9f2a2fb57d64075077cf8bd3b355	2017-01-27	shot	3	17,18	null	null	A1:A 21-year - old woman[3:11,16]	null	null	null	AM-TMP:multiple times[3:18,20]	null	null
a87b9f2a2fb57d64075077cf8bd3b355	2017-01-27	shot	7	69,70	null	null	A1:A woman[7:66,68]	null	null	null	null	AM-LOC:in the 100 block of Turret Lane[7:70,77]	null
a87b9f2a2fb57d64075077cf8bd3b355	2017-01-27	said	8	93,94	null	A0:police[8:92,93]	A1:Her injuries might be life - threatening[8:84,91]	null	null	null	null	null	null
b5a119e10e21a02174150efbed580711	2017-03-07	struck	11	86,87	null	A0:Driver[11:79,80]	A1:a reflector[11:87,89]	null	null	null	null	null	null
b5a119e10e21a02174150efbed580711	2017-03-07	took	66	974,975	null	null	A1:The shooting[66:972,974]	A2:place[66:975,976]	null	null	null	AM-LOC:in the 3300 block of West 6th Street[66:976,984]	null
b5a119e10e21a02174150efbed580711	2017-03-07	shooting	65	969,970	null	A0:a patient[65:960,962]	A1:himself[65:970,971]	null	null	null	null	null	AM-MNR:accidentally[65:968,969]
