14e903c185a29de73a51118ff53fe526	2017-03-06	says	22	307,308	null	A0:The Jackson Police Department[22:303,307]	A1:this is an open case that is under investigation at this time[22:308,320]	null	null	null	null	null	null
14e903c185a29de73a51118ff53fe526	2017-03-06	came	10	151,152	null	null	A1:she[10:150,151]	null	null	null	AM-TMP:Monday afternoon[10:156,158]	AM-LOC:home from the hospital[10:152,156]	null
14e903c185a29de73a51118ff53fe526	2017-03-06	entered	4	37,38	null	A0:a bullet[4:35,37]	A1:her home[4:38,40]	null	null	null	AM-TMP:Sunday morning[4:40,42]	null	null
14e903c185a29de73a51118ff53fe526	2017-03-06	happened	8	107,108	null	null	A1:it[8:106,107]	null	null	null	AM-TMP:in the morning[8:110,113]	AM-LOC:on the single - digit block of Idlewild Street in east Jackson[8:113,125]	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	shot	1	3,4	null	null	A1:Two teens[1:1,3]	null	null	null	null	AM-LOC:near Central Florida Fairgrounds[1:4,8]	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	shot	2	15,16	null	null	A1:they[2:13,14]	null	null	null	AM-TMP:Saturday night[2:16,18]	AM-LOC:near the Central Florida Fairgrounds[2:18,23]	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	had	16	273,274	null	A0:the fair[16:271,273]	A1:27 uniformed officers from the Orlando Police Department and Orange County Sheriff 's Department[16:274,288]	null	null	null	null	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	said	11	183,184	null	A0:William Lee Price , Director of Marketing and Operations for the Central Florida Fair ,[11:168,183]	A1:approximately 15,000 people were at the fairgrounds Saturday night[11:184,193]	null	null	null	null	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	taken	8	130,131	null	null	A1:The teens[8:127,129]	A2:to ORMC[8:131,133]	null	null	null	null	AM-MNR:with injuries described as not life - threatening[8:133,141]
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	working	17	296,297	null	A0:30 security personnel[17:292,295]	null	null	null	null	AM-TMP:Saturday[17:297,298]	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	eat	9	223,224	null	A0:something[9:221,222]	null	null	A3:for their mom[9:224,227]	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	said	2	10,11	null	A0:Officials[2:9,10]	A1:four people are dead[2:11,15]	null	null	null	AM-TMP:after a shooting at a restaurant in Chicago 's South Shore neighborhood[2:15,27]	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	approached	3	32,33	null	null	A1:a male[3:30,32]	A2:the restaurant[3:33,35]	null	null	null	AM-LOC:in the 2700-block of East 75th Street[3:35,42]	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	called	3	80,81	null	null	null	A2:Nadia 's[3:81,83]	null	null	null	null	null
98c1f276fecba054a0c799b04f4ff177	2017-03-30	come	9	214,215	null	null	A1:Willamae Jackson , victims ' aunt."They'd[9:208,214]	null	null	null	null	null	null
916a17f46196561664ed18f9291fc704	2017-01-10	occurred	4	81,82	null	null	A1:the incident[4:79,81]	null	null	null	AM-TMP:Tuesday , January 10 around 3:15 p.m.[4:82,89]	AM-LOC:on Shilo Dr. in Baker[4:89,94]	null
916a17f46196561664ed18f9291fc704	2017-01-10	shot	2	42,43	null	A0:by another boy , who police say is a teenager[2:47,57]	A1:old boy[2:38,40]	null	null	null	AM-TMP:in the right hand[2:43,47]	null	null
f0badf619b183ee71ca0833af785865b	2017-01-22	face	2	35,36	null	A0:A nineteen - year - old Kansas State University student who was injured when he accidentally shot himself Sunday[2:15,34]	A1:charges[2:36,37]	null	null	null	AM-TMP:for the incident[2:37,40]	null	null
f0badf619b183ee71ca0833af785865b	2017-01-22	offering	9	146,147	null	A0:Kansas State University 's Office of Student Life and Counseling Serves[9:134,145]	A1:counseling and assistance to students and employees[9:147,154]	null	null	null	null	null	null
f0badf619b183ee71ca0833af785865b	2017-01-22	called	5	84,85	null	null	A1:campus police[5:81,83]	null	null	null	AM-TMP:shortly after 8:00 p.m. to a student 's room in Goodnow Hall[5:85,97]	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	possess	14	359,360	null	A0:he[14:356,357]	A1:a FOID card[14:360,363]	null	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	conducted	18	443,444	null	A0:by sheriff 's detectives in conjunction with investigators from the Lake County Major Crime Task Force[18:444,460]	A1:The shooting investigation[18:439,442]	null	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	brought	3	56,57	null	null	A1:David J. Graham[3:52,55]	null	A3:to the Northwestern Medicine Grayslake Outpatient Center[3:57,64]	null	AM-TMP:at approximately 12:45 a.m.[3:68,72]	AM-LOC:on East Belvidere Road[3:64,68]	AM-MNR:with a gunshot wound to the head[3:72,79]
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	killed	1	5,6	null	A0:Round Lake Park man[1:1,5]	null	null	null	null	null	AM-LOC:in apparent accidental shooting[1:6,10]	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	said	17	412,413	null	A0:Covelli[17:411,412]	A1:Gonzalez was a person of interest in the burglary[17:413,422]	null	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	pulled over	8	155,157	null	A0:Graham[8:147,148]	null	null	null	null	null	AM-LOC:in the area of West Monaville Road and West Old Monaville Road in unincorporated Lake Villa[8:157,173]	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	shot	2	34,35	null	A0:by a friend[2:38,41]	A1:A 19-year - old Round Lake Park man[2:13,21]	null	null	null	null	AM-LOC:in the head[2:35,38]	AM-MNR:accidentally[2:33,34]
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	exited	9	198,199	null	A0:Graham , along with Joey Gonzalez , 19 , of Round Lake ,[9:185,198]	A1:the vehicle[9:199,201]	null	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	firing	9	203,204	null	A0:Graham , along with Joey Gonzalez , 19 , of Round Lake ,[9:185,198]	A1:a shotgun into the air[9:204,209]	null	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	moved	11	264,265	null	A0:Gonzalez[11:262,263]	A1:Graham[11:265,266]	null	null	null	AM-TMP:then[11:263,264]	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	set	19	477,478	null	null	A1:his bail[19:474,476]	A2:at $ 300,000 in bond court[19:478,484]	null	null	null	null	null
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	drove	11	273,274	null	A0:Graham[11:265,266]	A1:him[11:274,275]	A2:to the outpatient center for emergency treatment[11:275,282]	null	null	AM-TMP:then[11:263,264]	null	null
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	shot	1	4,5	null	null	A1:4 teen boys[1:1,4]	null	null	null	null	AM-LOC:in West Philadelphia[1:5,8]	null
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	found	9	121,122	null	null	A1:A fourth shooting victim[9:116,120]	null	null	null	null	AM-LOC:along the unit block of 55th Street[9:122,129]	null
