14e903c185a29de73a51118ff53fe526	2017-03-06	says	20	289,290	A0:She[20:288,289]	A1:she feels lucky her daughter ’s injury was not more serious[20:290,301]	null	null	null	null	null
14e903c185a29de73a51118ff53fe526	2017-03-06	feels	20	291,292	A0:she[20:290,291]	A1:lucky her daughter ’s injury was not more serious[20:292,301]	null	null	null	null	null
14e903c185a29de73a51118ff53fe526	2017-03-06	confirmed	24	340,341	A0:Derick Tisdale[24:338,340]	A1:the shooting[24:341,343]	null	null	null	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	shot	1	3,4	null	A1:Two teens[1:1,3]	null	null	null	AM-LOC:near Central Florida Fairgrounds[1:4,8]	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	recovering	2	11,12	null	A1:Two teens[2:8,10]	null	null	AM-TMP:after they were shot Saturday night near the Central Florida Fairgrounds . NEWLINE[2:12,25]	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	shot	2	15,16	null	A1:they[2:13,14]	null	null	AM-TMP:Saturday night[2:16,18]	AM-LOC:near the Central Florida Fairgrounds . NEWLINE[2:18,25]	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	shot	6	106,107	null	A1:two 16-year - old males[6:100,105]	null	null	AM-TMP:after they left the fairgrounds , and they went to a gas station a block west of the fair[6:107,126]	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	taken	7	130,131	null	A1:The teens[7:127,129]	A2:to ORMC[7:131,133]	null	null	null	AM-MNR:with injuries described as not life - threatening[7:133,141]
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	described	7	135,136	null	A1:injuries[7:134,135]	A2:as not life[7:136,139]	null	null	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	said	13	235,236	A0:Price[13:234,235]	A1:no one was injured[13:236,240]	null	null	null	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	injured	13	239,240	null	A1:no one[13:236,238]	null	null	null	null	null
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	said	14	252,253	A0:He[14:251,252]	A1:the shooting occurred at a parking lot a block west of the fair . NEWLINE[14:253,268]	null	null	null	null	null
