ef3302ce7bee9b77931604f79fd017c7	2017-01-19	11	null	null	null
02b125905d400f0278a4314d89fc1461	2017-01-23	12	2828	null	null
42212d43d66989545dc772c225172497	2017-01-25	13	2829	null	null
e01284c6dc303417d44633a26de360ed	2017-01-07	14	2830	31280	null
348fe0ed34d2d4fda15a45bacf93ff58	2017-02-05	15	2831	null	null
6a715be2db1549da62688faf712702a0	2017-01-31	16	null	null	null
43466606e6b68d1294388d80e006f88c	2017-01-06	17	2833	31291	null
6ad793242e7e63c98aafdaf1110db71d	2017-02-08	18	null	null	null
b2d23ebc1eec4a64924713cbd3a0a005	2017-01-24	19	null	null	null
61f28418e3be57dc235a073371e91775	2017-03-05	110	2835	null	null
ef61a44d8279876e3d9b267474e2e5e2	2017-03-07	111	null	null	null
2b88f08d293a03b1fdf29c99e63ab8e3	2017-02-01	112	null	null	null
79299bf66025d4361c4b2c044066e0b4	2017-03-21	113	2840	null	null
d276795d8925947a0f3ffabb4c37f516	2017-03-03	114	2841	null	null
9da03b1beaf1d6090d75350cfa017a65	2017-02-22	115	null	null	null
d61378777a691afc7ad61ef73afdd889	2017-02-20	116	2842	null	null
61ec1c21b4c7d08cf6c32ab202bc506f	2017-02-27	117	null	null	null
c33f852cf189d98d7c50fc363309f5e9	2017-03-22	118	2843	null	null
ccbac0e8feacc0f2ea50434a49398b58	2017-01-12	119	2844	null	null
4c46ce0033bb7d8e450eecbcbd565461	2017-03-18	120	2845	null	null
c3ec6b4138d370855496a62e1f4a982c	2017-03-28	121	2846	null	null
81cf5da5e63e775d177db3ed66e1aae0	2017-03-14	122	2849	31304	null
6bec3856654e7f4cdf7aac22897c5e98	2017-01-31	123	2851	null	null
dff665d9e1c3ceb1796a7b2a635ba452	2017-04-09	124	2852	31308	null
df3bdea0d2c2df7fea0587c4a9f6f668	2017-02-14	125	2854	null	null
5a411812976fd18698294d022aa8123b	2017-02-26	126	null	null	null
5ed8c2134b53b9e671b3e3e6b3cfa745	2017-03-23	127	2855	null	null
5b7981d39a41825046460b04f2cd542b	2017-03-24	128	null	null	null
76429d41a8a409cef98efdd4d4007baf	2017-03-02	null	2858	null	null
6ec29e65feb117051d252f5e19b62b3b	2017-01-20	129	2860	null	null
2fbb340b3c5a61dcbf87454997037794	2017-01-01	130	null	null	null
64049e4cc9aa8a82e075bb5f017d822b	2017-01-17	131	null	null	null
e505f8f29f27abad4038ed2c485a5e67	2017-01-12	132	null	null	null
a29c1f6e65a73f4fe97e8b6ec2655d61	2017-01-12	133	null	null	null
ae30f9c4207bc4425a69377d2d251509	2017-01-29	134	null	null	null
2c30c95630927639fe0108bd8de37d0b	2017-03-30	135	2865	null	null
