14e903c185a29de73a51118ff53fe526	2017-03-06	true	true	false	false
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	true	true	false	false
98c1f276fecba054a0c799b04f4ff177	2017-03-30	true	true	false	false
916a17f46196561664ed18f9291fc704	2017-01-10	true	false	false	false
f0badf619b183ee71ca0833af785865b	2017-01-22	true	false	false	false
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	true	true	false	false
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	true	false	false	false
a755778ec05e0f6c89324c2f732789d8	2017-03-15	true	true	false	false
f0e01196090f43e39afbf651e3b17c8e	2017-03-03	true	false	false	false
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	true	true	false	false
2096dde8af0b9a0f0a1dca0e0d810e47	2017-02-07	true	true	false	false
45c8b72690599eaea2fe18073f43248c	2017-04-02	true	false	false	false
e01284c6dc303417d44633a26de360ed	2017-01-07	false	true	true	false
758118caaa3f1fc04d853277848f1241	2017-01-03	true	true	false	false
fa0ba3008b36e2a065086d24c4bb3cc6	2017-01-29	true	true	false	false
a87b9f2a2fb57d64075077cf8bd3b355	2017-01-27	true	true	false	false
b5a119e10e21a02174150efbed580711	2017-03-07	true	true	true	false
9759350410ccb31a6465ebc8bf390db1	2017-03-12	true	true	false	false
823191b9c5019260a9199088bf032a26	2017-01-30	true	true	false	false
a5795e3d5be396f0815785ce7a4948ac	2017-03-27	true	true	false	false
f94233187e05da1664bc08a6b99e5e3e	2017-01-22	true	true	false	false
b3b5ce93bec93c3d5c7f719ac8b9475a	2017-03-03	true	true	false	false
2fa14c6c4079dd1194af88c32d2a3943	2017-01-10	true	true	false	false
6f85fdad9016c9a683b8814bdc039856	2017-03-15	true	false	false	false
b2fbdfa8518b1343d47aaf2e2f57cb87	2017-02-12	true	true	false	false
aff6d74a03ee424b463b303cca4e93cd	2017-03-16	true	true	false	false
a25a4b473ecd006187668d544b0c6edb	2017-03-23	false	true	false	false
391c64cda700ac74e9e6ec5a4dc63902	2017-01-28	true	true	false	false
56051f1f663def17577163fe3c78e5d8	2017-02-22	true	true	false	false
73b03119bf22a4558a7347ce6782b269	2017-03-13	true	true	false	false
184a57a0b259c566457ffc031c100f9d	2017-03-11	true	true	false	false
2b8776c86aa7ad369fee87868893ee0f	2017-02-21	true	true	false	false
883fca88f7b833136a0af1a877e56998	2017-01-16	true	true	false	false
b3cb619f02df4cd08d4cb74d7761718b	2017-02-25	true	true	false	false
3919734594831552785c537ca0541cd6	2017-02-14	true	false	false	false
223e6eff76b9936233062b5d829aa731	2017-01-08	true	true	false	false
12696b841993b893643fd19976764115	2017-03-01	false	true	false	false
9aaab09a4533bc22c0f869a7edce0c50	2017-01-09	true	false	false	false
75b265c54b88c1e34f278460c85456f2	2017-03-06	true	true	false	false
5b29c7c81d4582870a9c575f030c54c3	2017-03-25	true	true	false	false
ca5aba91ffcbd38653fb636b029b2fc1	2017-02-06	true	true	false	false
3324ad2b57f0777f56af2341c4899b77	2017-03-20	true	true	false	false
43d768d72c2c6cba6935ceaa4fce34b9	2017-03-23	true	true	false	false
12cb9f2319c3a01709e26c07f8027835	2017-03-12	true	false	false	false
8d29333827ad47e905f1c3b9217b7e6e	2017-02-15	true	true	false	false
f8fb46c3a7b23b488b9a0b0d29f421f8	2017-01-11	true	true	false	false
a7ca636e00c38b5732cb32ccf49582d2	2017-02-23	true	true	false	false
d550ff968ecf519d498a51ce75b7f23b	2017-03-15	true	true	false	false
390d1aba60eb0bb9c307ad5f0fd4855a	2017-04-10	true	true	false	false
73d5ea2420d0f907be54391a9500f2e8	2017-04-06	true	true	false	false
627b6937e9eff26ee47ec12928a469db	2017-03-22	true	true	false	false
0b0a3c8d1702abf11b678e524c7f5451	2017-02-27	true	true	false	false
5ed8c2134b53b9e671b3e3e6b3cfa745	2017-03-23	true	true	false	false
d946a60729e647458a12be6bf1e938c2	2017-03-22	true	true	false	false
