Community	1,2	bn:00021248n	Concept	[wn:08223802n]	http://babelnet.org/rdf/s00021248n	http://dbpedia.org/resource/Community	community
family	3,4	bn:00032893n	Concept	[wn:07970406n]	http://babelnet.org/rdf/s00032893n	http://dbpedia.org/resource/Family	family
remember	4,5	bn:00084413v	Concept	[wn:00607780v]	http://babelnet.org/rdf/s00084413v	null	recall
slain	5,6	bn:00084236v	Concept	[wn:02482425v]	http://babelnet.org/rdf/s00084236v	null	slay
old	8,9	bn:00107786a	Concept	[wn:01643620a]	http://babelnet.org/rdf/s00107786a	null	old
Kannapolis	9,10	bn:03762939n	Named Entity	[]	http://babelnet.org/rdf/s03762939n	http://dbpedia.org/resource/Kannapolis,_North_Carolina	Kannapolis,_North_Carolina
boy	10,11	bn:00012569n	Concept	[wn:10285313n]	http://babelnet.org/rdf/s00012569n	http://dbpedia.org/resource/Boy	boy
Joe	13,14	bn:00020414n	Concept	[wn:07929519n]	http://babelnet.org/rdf/s00020414n	http://dbpedia.org/resource/Coffee	coffee
Bruno	14,15	bn:00013481n	Named Entity	[wn:10868738n]	http://babelnet.org/rdf/s00013481n	http://dbpedia.org/resource/Giordano_Bruno	Giordano_Bruno
Esposito	17,18	bn:03157791n	Concept	[]	http://babelnet.org/rdf/s03157791n	http://dbpedia.org/resource/Esposito	Esposito
Mark	19,20	bn:00041241n	Concept	[wn:05737153n]	http://babelnet.org/rdf/s00041241n	http://dbpedia.org/resource/Grading_(education)	grade
Elsa	22,23	bn:00562855n	Named Entity	[]	http://babelnet.org/rdf/s00562855n	http://dbpedia.org/resource/Elsa,_Texas	Elsa,_Texas
Gillis	23,24	bn:14345590n	Named Entity	[]	http://babelnet.org/rdf/s14345590n	http://dbpedia.org/resource/Gillis_(surname)	Gillis_(surname)
Updated	24,25	bn:02167504n	Named Entity	[]	http://babelnet.org/rdf/s02167504n	http://dbpedia.org/resource/Mise_à_jour	Mise_à_jour
Jan 6	26,28	bn:00031204n	Concept	[wn:15194506n]	http://babelnet.org/rdf/s00031204n	http://dbpedia.org/resource/Epiphany_(holiday)	Epiphany
NEWLINE	33,34	bn:00051314n	Concept	[wn:13508183n]	http://babelnet.org/rdf/s00051314n	http://dbpedia.org/resource/Newline	line_feed
CHARLOTTE , N.C.	34,37	bn:03386937n	Named Entity	[]	http://babelnet.org/rdf/s03386937n	http://dbpedia.org/resource/Charlotte,_North_Carolina	Charlotte
Community	38,39	bn:00021248n	Concept	[wn:08223802n]	http://babelnet.org/rdf/s00021248n	http://dbpedia.org/resource/Community	community
members	39,40	bn:00034004n	Concept	[wn:10307234n]	http://babelnet.org/rdf/s00034004n	null	member
friends	41,42	bn:00036538n	Concept	[wn:10112591n]	http://babelnet.org/rdf/s00036538n	null	friend
held	42,43	bn:00089384v	Concept	[wn:02681795v]	http://babelnet.org/rdf/s00089384v	null	hold
vigil	44,45	bn:00079988n	Concept	[wn:05678855n]	http://babelnet.org/rdf/s00079988n	null	vigil
Thursday	45,46	bn:00076744n	Concept	[wn:15164354n]	http://babelnet.org/rdf/s00076744n	http://dbpedia.org/resource/Thursday	Thursday
night	46,47	bn:00025236n	Concept	[wn:15167027n]	http://babelnet.org/rdf/s00025236n	http://dbpedia.org/resource/Night	night
honor	48,49	bn:00082140v	Concept	[wn:02457233v]	http://babelnet.org/rdf/s00082140v	null	honor
old boy	52,54	bn:00058803n	Concept	[wn:10375214n]	http://babelnet.org/rdf/s00058803n	null	old_boy
shot	56,57	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null	shoot
killed	58,59	bn:00090098v	Concept	[wn:01323958v]	http://babelnet.org/rdf/s00090098v	null	kill
sat in	61,63	bn:00093784v	Concept	[wn:02613140v]	http://babelnet.org/rdf/s00093784v	null	sit_in
car	64,65	bn:00007309n	Concept	[wn:02958343n]	http://babelnet.org/rdf/s00007309n	http://dbpedia.org/resource/Car	automobile
east	66,67	bn:00101959a	Concept	[wn:00823350a]	http://babelnet.org/rdf/s00101959a	null	east
Charlotte	67,68	bn:03386937n	Named Entity	[]	http://babelnet.org/rdf/s03386937n	http://dbpedia.org/resource/Charlotte,_North_Carolina	Charlotte
Monday	68,69	bn:00055609n	Concept	[wn:15163979n]	http://babelnet.org/rdf/s00055609n	http://dbpedia.org/resource/Monday	Monday
night	69,70	bn:00025236n	Concept	[wn:15167027n]	http://babelnet.org/rdf/s00025236n	http://dbpedia.org/resource/Night	night
NEWLINE	71,72	bn:00051314n	Concept	[wn:13508183n]	http://babelnet.org/rdf/s00051314n	http://dbpedia.org/resource/Newline	line_feed
PHOTOS	72,73	bn:00032381n	Concept	[wn:03925226n]	http://babelnet.org/rdf/s00032381n	http://dbpedia.org/resource/Photograph	photograph
Vigil	74,75	bn:00079988n	Concept	[wn:05678855n]	http://babelnet.org/rdf/s00079988n	null	vigil
NEWLINE	77,78	bn:00051314n	Concept	[wn:13508183n]	http://babelnet.org/rdf/s00051314n	http://dbpedia.org/resource/Newline	line_feed
day	81,82	bn:00000086n	Concept	[wn:15155220n]	http://babelnet.org/rdf/s00000086n	http://dbpedia.org/resource/Day	day
Charlotte	83,84	bn:03386937n	Named Entity	[]	http://babelnet.org/rdf/s03386937n	http://dbpedia.org/resource/Charlotte,_North_Carolina	Charlotte
Mecklenburg	85,86	bn:01293554n	Named Entity	[]	http://babelnet.org/rdf/s01293554n	http://dbpedia.org/resource/Mecklenburg	Mecklenburg
police	86,87	bn:00022026n	Concept	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary	police
announced	87,88	bn:00082637v	Concept	[wn:00974367v]	http://babelnet.org/rdf/s00082637v	null	announce
reward	91,92	bn:00061123n	Concept	[wn:07295629n]	http://babelnet.org/rdf/s00061123n	null	payoff
Thursday	92,93	bn:00076744n	Concept	[wn:15164354n]	http://babelnet.org/rdf/s00076744n	http://dbpedia.org/resource/Thursday	Thursday
find	94,95	bn:00084231v	Concept	[wn:02248465v]	http://babelnet.org/rdf/s00084231v	null	encounter
person	96,97	bn:00046516n	Concept	[wn:00007846n]	http://babelnet.org/rdf/s00046516n	http://dbpedia.org/resource/Individual	person
responsible for	97,99	bn:00109743a	Concept	[wn:00324878a]	http://babelnet.org/rdf/s00109743a	null	responsible
Frazier	100,101	bn:17241533n	Named Entity	[]	http://babelnet.org/rdf/s17241533n	http://dbpedia.org/resource/Frazier	Frazier
slaying	102,103	bn:00084236v	Concept	[wn:02482425v]	http://babelnet.org/rdf/s00084236v	null	slay
NEWLINE	104,105	bn:00051314n	Concept	[wn:13508183n]	http://babelnet.org/rdf/s00051314n	http://dbpedia.org/resource/Newline	line_feed
crowd	106,107	bn:00013874n	Concept	[wn:08273843n]	http://babelnet.org/rdf/s00013874n	http://dbpedia.org/resource/Crowd	crowd
vigil	109,110	bn:00079988n	Concept	[wn:05678855n]	http://babelnet.org/rdf/s00079988n	null	vigil
released	110,111	bn:00090297v	Concept	[wn:01474550v]	http://babelnet.org/rdf/s00090297v	null	let_go
