PD	2,3	bn:00006877n	Concept	[wn:14648754n]	http://babelnet.org/rdf/s00006877n	http://dbpedia.org/resource/Palladium
says	3,4	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
uncle	4,5	bn:00078951n	Concept	[wn:10736091n]	http://babelnet.org/rdf/s00078951n	http://dbpedia.org/resource/Uncle
dropping	6,7	bn:00087364v	Concept	[wn:01977701v]	http://babelnet.org/rdf/s00087364v	null
niece	7,8	bn:00057650n	Concept	[wn:10357613n]	http://babelnet.org/rdf/s00057650n	http://dbpedia.org/resource/Nephew_and_niece
daycare	10,11	bn:00025429n	Concept	[wn:01210439n]	http://babelnet.org/rdf/s00025429n	http://dbpedia.org/resource/Day_care
Columbus , GA	15,18	bn:00223727n	Named Entity	[]	http://babelnet.org/rdf/s00223727n	http://dbpedia.org/resource/Columbus,_Georgia
News	18,19	bn:00057546n	Concept	[wn:06681177n]	http://babelnet.org/rdf/s00057546n	http://dbpedia.org/resource/News
Weather	19,20	bn:00006808n	Concept	[wn:11524662n]	http://babelnet.org/rdf/s00006808n	http://dbpedia.org/resource/Weather
Sports	21,22	bn:00006759n	Concept	[wn:00523513n]	http://babelnet.org/rdf/s00006759n	http://dbpedia.org/resource/Athletics_(sport)
police	23,24	bn:00022026n	Concept	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
investigating	25,26	bn:00089885v	Concept	[wn:00789138v]	http://babelnet.org/rdf/s00089885v	null
accidental	27,28	bn:00096263a	Concept	[wn:01338909a]	http://babelnet.org/rdf/s00096263a	null
shooting	28,29	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
involving	29,30	bn:00082822v	Concept	[wn:02627934v]	http://babelnet.org/rdf/s00082822v	null
old boy	33,35	bn:00058803n	Concept	[wn:10375214n]	http://babelnet.org/rdf/s00058803n	null
NEWLINE	36,37	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
Lt	37,38	bn:03312078n	Named Entity	[]	http://babelnet.org/rdf/s03312078n	http://dbpedia.org/resource/LT_(car)
Sean Edwards	39,41	bn:01996107n	Named Entity	[]	http://babelnet.org/rdf/s01996107n	http://dbpedia.org/resource/Sean_Edwards_(racing_driver)
says	41,42	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
uncle	43,44	bn:00078951n	Concept	[wn:10736091n]	http://babelnet.org/rdf/s00078951n	http://dbpedia.org/resource/Uncle
young	49,50	bn:00104589a	Concept	[wn:01646941a]	http://babelnet.org/rdf/s00104589a	null
family members	50,52	bn:00032893n	Concept	[wn:07970406n]	http://babelnet.org/rdf/s00032893n	http://dbpedia.org/resource/Family
school	53,54	bn:00069619n	Concept	[wn:08276720n]	http://babelnet.org/rdf/s00069619n	http://dbpedia.org/resource/School
stopped	57,58	bn:00089154v	Concept	[wn:01860795v]	http://babelnet.org/rdf/s00089154v	null
dropped	59,60	bn:00087364v	Concept	[wn:01977701v]	http://babelnet.org/rdf/s00087364v	null
niece	61,62	bn:00057650n	Concept	[wn:10357613n]	http://babelnet.org/rdf/s00057650n	http://dbpedia.org/resource/Nephew_and_niece
St. Joseph	64,66	bn:00000855n	Named Entity	[wn:02748618n]	http://babelnet.org/rdf/s00000855n	http://dbpedia.org/resource/Bayer
daycare	67,68	bn:00025429n	Concept	[wn:01210439n]	http://babelnet.org/rdf/s00025429n	http://dbpedia.org/resource/Day_care
13th Street	69,71	bn:01855119n	Named Entity	[]	http://babelnet.org/rdf/s01855119n	http://dbpedia.org/resource/13th_Street_(Australia)
Ensley	71,72	bn:00313697n	Named Entity	[]	http://babelnet.org/rdf/s00313697n	http://dbpedia.org/resource/Ensley_(Birmingham)
old	76,77	bn:00107786a	Concept	[wn:01643620a]	http://babelnet.org/rdf/s00107786a	null
nephew	77,78	bn:00057287n	Concept	[wn:10353355n]	http://babelnet.org/rdf/s00057287n	http://dbpedia.org/resource/Nephew_and_niece
found	78,79	bn:00084231v	Concept	[wn:02248465v]	http://babelnet.org/rdf/s00084231v	null
uncle	80,81	bn:00078951n	Concept	[wn:10736091n]	http://babelnet.org/rdf/s00078951n	http://dbpedia.org/resource/Uncle
gun	82,83	bn:00042221n	Concept	[wn:03467984n]	http://babelnet.org/rdf/s00042221n	http://dbpedia.org/resource/Gun
car	85,86	bn:00007309n	Concept	[wn:02958343n]	http://babelnet.org/rdf/s00007309n	http://dbpedia.org/resource/Car
shot	87,88	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null
NEWLINE	90,91	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
says	92,93	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
uncle	95,96	bn:00078951n	Concept	[wn:10736091n]	http://babelnet.org/rdf/s00078951n	http://dbpedia.org/resource/Uncle
came back	96,98	bn:00085348v	Concept	[wn:00548153v]	http://babelnet.org/rdf/s00085348v	null
car	100,101	bn:00007309n	Concept	[wn:02958343n]	http://babelnet.org/rdf/s00007309n	http://dbpedia.org/resource/Car
found	102,103	bn:00084231v	Concept	[wn:02248465v]	http://babelnet.org/rdf/s00084231v	null
child	104,105	bn:00018346n	Concept	[wn:09918248n]	http://babelnet.org/rdf/s00018346n	http://dbpedia.org/resource/Child
immediately	107,108	bn:00115742r	Concept	[wn:00504043r]	http://babelnet.org/rdf/s00115742r	null
started	108,109	bn:00083340v	Concept	[wn:00345761v]	http://babelnet.org/rdf/s00083340v	null
driving	109,110	bn:00087327v	Concept	[wn:01930874v]	http://babelnet.org/rdf/s00087327v	null
UAB Hospital	111,113	bn:03170279n	Named Entity	[]	http://babelnet.org/rdf/s03170279n	http://dbpedia.org/resource/UAB_Hospital
called	114,115	bn:00084385v	Concept	[wn:01028748v]	http://babelnet.org/rdf/s00084385v	null
says	118,119	bn:00093287v	Concept	[wn:01009240v]	http://babelnet.org/rdf/s00093287v	null
delay	122,123	bn:00026014n	Concept	[wn:15272029n]	http://babelnet.org/rdf/s00026014n	http://dbpedia.org/resource/Wait_(system_call)
officers	125,126	bn:00054972n	Concept	[wn:10317007n]	http://babelnet.org/rdf/s00054972n	http://dbpedia.org/resource/Officer_(armed_forces)
notified	127,128	bn:00082416v	Concept	[wn:00873682v]	http://babelnet.org/rdf/s00082416v	null
man	130,131	bn:00001533n	Concept	[wn:10287213n]	http://babelnet.org/rdf/s00001533n	http://dbpedia.org/resource/Man
call	132,133	bn:00014793n	Concept	[wn:07120524n]	http://babelnet.org/rdf/s00014793n	null
routed	134,135	bn:00093142v	Concept	[wn:01952564v]	http://babelnet.org/rdf/s00093142v	null
Police	137,138	bn:00022026n	Concept	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
called	141,142	bn:00084385v	Concept	[wn:01028748v]	http://babelnet.org/rdf/s00084385v	null
officers	143,144	bn:00054972n	Concept	[wn:10317007n]	http://babelnet.org/rdf/s00054972n	http://dbpedia.org/resource/Officer_(armed_forces)
respond	145,146	bn:00082646v	Concept	[wn:00815686v]	http://babelnet.org/rdf/s00082646v	null
UAB Hospital	147,149	bn:03170279n	Named Entity	[]	http://babelnet.org/rdf/s03170279n	http://dbpedia.org/resource/UAB_Hospital
NEWLINE	150,151	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency
uncle	153,154	bn:00078951n	Concept	[wn:10736091n]	http://babelnet.org/rdf/s00078951n	http://dbpedia.org/resource/Uncle
arrived	154,155	bn:00082788v	Concept	[wn:02005948v]	http://babelnet.org/rdf/s00082788v	null
UAB	156,157	bn:03295388n	Named Entity	[]	http://babelnet.org/rdf/s03295388n	http://dbpedia.org/resource/University_of_Alabama_at_Birmingham
medical	158,159	bn:00106554a	Concept	[wn:02760116a]	http://babelnet.org/rdf/s00106554a	null
staff	159,160	bn:00073801n	Concept	[wn:08439955n]	http://babelnet.org/rdf/s00073801n	http://dbpedia.org/resource/Staff_(military)
transferred	160,161	bn:00092460v	Concept	[wn:02393086v]	http://babelnet.org/rdf/s00092460v	null
child	162,163	bn:00018346n	Concept	[wn:09918248n]	http://babelnet.org/rdf/s00018346n	http://dbpedia.org/resource/Child
Children	164,165	bn:00018346n	Concept	[wn:09918248n]	http://babelnet.org/rdf/s00018346n	http://dbpedia.org/resource/Child
