14e903c185a29de73a51118ff53fe526	2017-03-06	false	false	13-year - old girl recovers after being hit by gunshot through bedroom window
6750a747d33fd0d26ab08add77b1dfba	2017-03-06	true	false	Two teens shot near Central Florida Fairgrounds
98c1f276fecba054a0c799b04f4ff177	2017-03-30	true	true	Officials : 4 dead in South Shore shooting
916a17f46196561664ed18f9291fc704	2017-01-10	false	false	Baker PD : 11-year - old boy shot in hand by teen ; suspect arrested - WAFB 9 News Baton Rouge , Louisiana News , Weather , Sports
f0badf619b183ee71ca0833af785865b	2017-01-22	true	false	Possible charges coming after K - State student injured by self - inflicted gunshot
b493bc7c3c7ff57d72f3bf6eadd042c1	2017-03-14	true	true	Round Lake Park man killed in apparent accidental shooting on his birthday
f273e620b7f77b46bb38abb84d0f5d65	2017-02-19	false	false	4 teen boys shot in West Philadelphia
a755778ec05e0f6c89324c2f732789d8	2017-03-15	false	false	16-year - old bank robbery suspect shot by Ridgeland police , authorities say
f0e01196090f43e39afbf651e3b17c8e	2017-03-03	true	false	Shooting Reported in Clay County Friday Night - WOWK 13 Charleston , Huntington WV News , Weather , Sports
eec19943d9ff2658d9dcfef81d7810fd	2017-04-02	true	false	Two teens shot on Indianapolis’ near east side
2096dde8af0b9a0f0a1dca0e0d810e47	2017-02-07	true	false	UPDATE : 3 women , 1 man shot on Fairfield Road - Live5News.com | Charleston , SC | News , Weather , Sports
45c8b72690599eaea2fe18073f43248c	2017-04-02	true	false	Accidental shooting in Cabela ’s parking lot sends one man to the hospital
e01284c6dc303417d44633a26de360ed	2017-01-07	true	false	These are the victims of the Fort Lauderdale airport shooting
758118caaa3f1fc04d853277848f1241	2017-01-03	false	false	Teen in fair condition following accidental shooting in Reno County
fa0ba3008b36e2a065086d24c4bb3cc6	2017-01-29	true	false	Birmingham police investigate after teen injured in drive - by sho - WTVM.com - Columbus , GA News Weather & Sports
a87b9f2a2fb57d64075077cf8bd3b355	2017-01-27	false	false	Officials : woman shot in Hampton
b5a119e10e21a02174150efbed580711	2017-03-07	false	false	For the Record for Mar. 7
9759350410ccb31a6465ebc8bf390db1	2017-03-12	true	true	One man dead , two juveniles injured in east Columbus triple shooting .
823191b9c5019260a9199088bf032a26	2017-01-30	true	false	16-year - old booked in shooting during Phoenix home invasion - CBS 5 - KPHO
a5795e3d5be396f0815785ce7a4948ac	2017-03-27	true	false	Former ' ANTM ' contestant among 4 injured during shooting in Houston
f94233187e05da1664bc08a6b99e5e3e	2017-01-22	true	false	Boy , 16 , shot in Bridgeport
b3b5ce93bec93c3d5c7f719ac8b9475a	2017-03-03	false	false	Breaking News : Joplin Teen Killed By Accidental Gun Fire
2fa14c6c4079dd1194af88c32d2a3943	2017-01-10	true	false	Police : Ohioan shot himself and son , 10 , while cleaning gun
6f85fdad9016c9a683b8814bdc039856	2017-03-15	false	false	1 hospitalized after shooting in northeast Las Vegas Valley
b2fbdfa8518b1343d47aaf2e2f57cb87	2017-02-12	true	true	Two arrested in deadly nightclub shooting in Caruthersville - WSIL - TV 3 Southern Illinois
aff6d74a03ee424b463b303cca4e93cd	2017-03-16	true	true	Police say 16-year - old Antioch girl killed in officer - involved shooting was pregnant
a25a4b473ecd006187668d544b0c6edb	2017-03-23	false	false	Police respond to shooting of 15-year - old boy in New Port Richey
391c64cda700ac74e9e6ec5a4dc63902	2017-01-28	true	false	Teens playing with gun led to deadly shooting , according to inve - wistv.com - Columbia , South Carolina
56051f1f663def17577163fe3c78e5d8	2017-02-22	true	false	16-year - old injured in drive - by shooting in Miami Gardens
73b03119bf22a4558a7347ce6782b269	2017-03-13	true	true	Burien teen accidentally shot and killed by childhood friend
184a57a0b259c566457ffc031c100f9d	2017-03-11	false	true	Boy dies in Tioga - Nicetown restaurant shooting ; suspects sought
2b8776c86aa7ad369fee87868893ee0f	2017-02-21	true	false	Teenager Killed In McKees Rocks Shooting
883fca88f7b833136a0af1a877e56998	2017-01-16	false	true	Orange County homicide suspect arrested after 7-hour standoff
b3cb619f02df4cd08d4cb74d7761718b	2017-02-25	false	true	LCPD : Death of 16-year - old shot , killed on Rena Street result of - KPLC 7 News , Lake Charles , Louisiana
3919734594831552785c537ca0541cd6	2017-02-14	true	false	JBLM Solider Shooting : Army Ranger Charged
223e6eff76b9936233062b5d829aa731	2017-01-08	false	false	Police : Springfield woman shot in head was accident
12696b841993b893643fd19976764115	2017-03-01	false	true	Facial reconstruction image of woman killed by gunshots released
9aaab09a4533bc22c0f869a7edce0c50	2017-01-09	true	false	Aurora man expected to survive accidental shooting
75b265c54b88c1e34f278460c85456f2	2017-03-06	true	false	Father charged in connection with shooting of 1-year - old girl ar - Cincinnati News , FOX19-WXIX TV
5b29c7c81d4582870a9c575f030c54c3	2017-03-25	true	false	1 dead , 4 injured , including 5-month - old , in Southeast Fresno shooting
ca5aba91ffcbd38653fb636b029b2fc1	2017-02-06	true	false	Teenage boy critical after being shot multiple times in Juniata
3324ad2b57f0777f56af2341c4899b77	2017-03-20	true	false	Victims in Shooting near Fronton Identified
43d768d72c2c6cba6935ceaa4fce34b9	2017-03-23	false	true	Reckless homicide charge filed in Indianapolis man 's death
12cb9f2319c3a01709e26c07f8027835	2017-03-12	false	false	Teen shot in east Travis County , sheriff 's office says
8d29333827ad47e905f1c3b9217b7e6e	2017-02-15	true	true	Police : 3 dead in Brighton Park quintuple shooting
f8fb46c3a7b23b488b9a0b0d29f421f8	2017-01-11	false	true	Teen found dead with gunshot wounds ; MBI , Lexington police inves - MSNewsNow.com - Jackson , MS
a7ca636e00c38b5732cb32ccf49582d2	2017-02-23	false	false	WATCH : ' Guardian angel ' police officer rescues veteran from burning car
d550ff968ecf519d498a51ce75b7f23b	2017-03-15	false	false	Teen shot in hand in Joliet
390d1aba60eb0bb9c307ad5f0fd4855a	2017-04-10	false	true	17-year - old dies after apparent accidental shooting in Lower Macungie
73d5ea2420d0f907be54391a9500f2e8	2017-04-06	true	true	Lake Charles shooting ; one dead and several injured - KATC.com | Continuous News Coverage | Acadiana - Lafayette
627b6937e9eff26ee47ec12928a469db	2017-03-22	false	false	Cops identify 17-year - old shot dead outside I - Drive nightclub
0b0a3c8d1702abf11b678e524c7f5451	2017-02-27	true	false	Youngstown news , Prosecutors : Facebook taunts led to Saturday shooting
5ed8c2134b53b9e671b3e3e6b3cfa745	2017-03-23	true	true	Girl , man killed in Charles Co. shooting ; 2 others in hospital
d946a60729e647458a12be6bf1e938c2	2017-03-22	true	true	2 young men killed in accidental shooting in SE Houston
0db32aa28f98d8615854c671418357f8	2017-02-14	true	true	Man , toddler killed , pregnant woman injured in North Lawndale shooting
185fec3d03b9c91818aa307909ed92a7	2017-01-31	false	false	Daughter , 10 , who died from gunshots in Highlands Ranch home is identified
fb863ef5412a126856df2563ffb11d25	2017-03-21	true	false	Grand jury : Officer justified in Quanice Hayes shooting
accad7f54e8a49ba32d3d1c048dbc5e9	2017-04-02	false	false	5-year - old with new heart off life support , family says
17671bd4d2e6975d9bae749590ca2523	2017-03-14	false	false	Police : Shawnee teenager shot to death in Oklahoma City
64b25b80bcba863e2eb242d1d1d0fea4	2017-01-22	true	true	Teen dead , another injured following house party shooting - WMC Action News 5 - Memphis , Tennessee
0cce0db802c5650b7773d8e9de82eb23	2017-01-23	true	true	Brother , sister among 3 now dead in Metairie shooting
6a6dd3218d1647813d9a393aa63be19c	2017-01-04	false	false	Police Recover Loaded Firearms On Suicide Victim - 44News | Evansville , IN
1e220eac93d180b53592f72f3d4a220c	2017-02-13	true	false	Elmhurst police report accidental shooting
89c5d21dff3a85340f195eb11ca75349	2017-03-05	false	false	Male Adult and Juvenile Shot in Indio - Palm Springs news , weather , traffic , breaking news
72c8858b864f2538296d55ad68d85e32	2017-01-28	true	false	Police : Man jailed after accidentally shooting 15-year - old in chest
e72954d0386cf74d2c381c8a4ad8b1b5	2017-01-17	true	false	Man reportedly shot during accidental shooting , police urge gun safety practices
79b0f306059dbfe2390a6aad5c93318e	2017-02-26	false	true	5-year - old shot , killed in drive - by in Central Bakersfield ; 7-year - old brother expected to survive
d3c28efbab28acca827eff932f638b6d	2017-03-02	true	false	ExploreClarion : BREAKING NEWS : Curwensville Woman Killed in Accidental Shooting in Clarion County
22700acecab845b19baa1e99367cfe03	2017-01-15	true	true	Sheriff : 3 people dead after shooting in Whitley County
f2c410ecdb66783f2e5586cc014c69fa	2017-02-13	true	false	Tenisha Mallet , 21 , Killed In Austin Shooting ; 3 Others Wounded
00a4747ab229a2ea49288743a55ab22b	2017-02-14	true	true	Boy , 2 , and man killed , pregnant woman wounded in shooting caught on Facebook Live
77dd09d1a7369d2fced67153ed67ff2c	2017-02-07	false	true	Father saves son , kills intruder in Lemon Grove - CBS News 8 - San Diego , CA News Station - KFMB Channel 8
f740b1a6fb628256d9d16bb21adcf1c5	2017-03-23	false	true	45-year - old suspect in hospital after killing officer , 3 others , police say
feeaf621b1a23f88e810397f15b10582	2017-03-21	false	false	Californian gets 14 days in accidental shooting of his wife
1f58513d6402a91af48ddbc8fd91191e	2017-04-03	false	false	2 children , woman shot near north Sacramento park
448926748869e94f2802dd9fa474a0e9	2017-02-20	true	true	1 killed , 2 injured in Moreno Valley shooting
288c2a8fb7962846af8ed5ae1fb5689a	2017-02-06	false	false	Super Bowl ad winners : Tide , T - Mobile
8e8f57cd972c5460652839a527afa478	2017-01-08	true	true	2 men fatally shot at Pasadena vigil identified
e8a668617fae067daed20b1aa022bb22	2017-01-28	true	false	10 people shot at National Guard Armory in Tennessee
b0820cb0874d8b83a195f306c30e0bc3	2017-03-10	false	false	Uber passenger accidentally shoots driver on I-78 , Upper Saucon
59d8b0f3f8f3a2b033a20d24b6b60a6f	2017-01-28	true	false	Four adults , two juveniles arrested in regard to West Valley shooting
17fd0d283436120907d44df91e784384	2017-03-19	false	true	7 wounded in city shootings
fb1722a00a03f591f2ba7ae882f76b30	2017-02-13	false	true	Murder - suicide leaves man and woman dead , child in hospital in Horn Lake
